name,firstName,lastName,slug,shortName,position,jerseyNumber,height,userCount,id,shirtNumber,dateOfBirthTimestamp,team.name,team.slug,team.shortName,team.gender,team.sport.name,team.sport.slug,team.sport.id,team.primaryUniqueTournament.name,team.primaryUniqueTournament.slug,team.primaryUniqueTournament.primaryColorHex,team.primaryUniqueTournament.secondaryColorHex,team.primaryUniqueTournament.category.name,team.primaryUniqueTournament.category.slug,team.primaryUniqueTournament.category.sport.name,team.primaryUniqueTournament.category.sport.slug,team.primaryUniqueTournament.category.sport.id,team.primaryUniqueTournament.category.id,team.primaryUniqueTournament.category.flag,team.primaryUniqueTournament.category.alpha2,team.primaryUniqueTournament.userCount,team.primaryUniqueTournament.id,team.primaryUniqueTournament.displayInverseHomeAwayTeams,team.userCount,team.nameCode,team.disabled,team.national,team.type,team.id,team.country.alpha2,team.country.name,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text,country.alpha2,country.name,preferredFoot,contractUntilTimestamp,proposedMarketValue,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,retired,deceased,gender
Gastón Hernández,,,gaston-hernandez,G. Hernández,D,23,185.0,99,980886,23.0,885168000.0,San Lorenzo,san-lorenzo,San Lorenzo,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20794,SLO,False,False,0,3201,AR,Argentina,#ff0000,#000033,#000033,AR,Argentina,Right,1735603200.0,4300000.0,4300000.0,EUR,,,
Nicolás Fernández,,,nicolas-fernandez,N. Fernández,F,29,175.0,449,581804,29.0,823737600.0,Defensa y Justicia,defensa-y-justicia,Def y Justicia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20270,DYJ,False,False,0,36839,AR,Argentina,#ffff00,#339900,#339900,AR,Argentina,Right,1767139200.0,5800000.0,5800000.0,EUR,,,
Javier Cabrera,,,javier-cabrera,J. Cabrera,M,7,168.0,126,340087,7.0,700876800.0,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17737,ARG,False,False,0,3216,AR,Argentina,#cc0000,#ffffff,#ffffff,UY,Uruguay,Right,1830211200.0,810000.0,810000.0,EUR,,,
Fabio Pereyra,,,fabio-pereyra,F. Pereyra,D,6,186.0,43,943995,6.0,633744000.0,Huracán,huracan,Huracán,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,14674,HUR,False,False,0,7629,AR,Argentina,#ffffff,#dd0000,#dd0000,AR,Argentina,Right,1735603200.0,390000.0,390000.0,EUR,,,
Nahuel Losada,,,nahuel-losada,N. Losada,G,25,188.0,40,384552,25.0,735004800.0,Belgrano,belgrano,Belgrano,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,11438,BEL,,False,0,3203,AR,Argentina,#3399ff,#3399ff,#3399ff,AR,Argentina,Right,1767139200.0,1900000.0,1900000.0,EUR,,,
Tomás Marchiori,,,tomas-marchiori,T. Marchiori,G,1,186.0,25,898750,1.0,790560000.0,Atlético Tucumán,atletico-tucuman,Atlético Tucumán,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,13098,CAT,False,False,0,36833,AR,Argentina,#ffffff,#33ccff,#33ccff,AR,Argentina,Right,1735603200.0,1900000.0,1900000.0,EUR,,,
Esequiel Barco,,,esequiel-barco,E. Barco,M,21,167.0,1520,848473,21.0,922665600.0,River Plate,river-plate,River,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,97384,RIV,False,False,0,3211,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Right,1703980800.0,8900000.0,8900000.0,EUR,False,,
Gastón Lódico,,,gaston-lodico,G. Lódico,M,19,173.0,156,922460,19.0,896313600.0,Instituto Córdoba,instituto-cordoba,Instituto,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7806,IAC,,False,0,4937,AR,Argentina,#e72328,#222226,#222226,AR,Argentina,Right,1703980800.0,1500000.0,1500000.0,EUR,,,
Enrique Bologna,,,enrique-bologna,E. Bologna,G,23,189.0,80,107418,23.0,382406400.0,Defensa y Justicia,defensa-y-justicia,Def y Justicia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20270,DYJ,False,False,0,36839,AR,Argentina,#ffff00,#339900,#339900,AR,Argentina,Right,1703980800.0,24000.0,24000.0,EUR,,,
Ignacio Malcorra,,,ignacio-malcorra,I. Malcorra,M,10,170.0,144,789427,10.0,554083200.0,Rosario Central,rosario-central,Rosario Central,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,12753,ROS,False,False,0,3217,AR,Argentina,#000066,#ffcc00,#ffcc00,AR,Argentina,Left,1703980800.0,530000.0,530000.0,EUR,,,
Tomás Belmonte,,,tomas-belmonte,T. Belmonte,M,5,178.0,276,881169,5.0,896227200.0,Toluca,toluca,Toluca,M,Football,football,1,"Liga MX, Clausura",liga-mx-clausura,#cd2c25,#52b030,Mexico,mexico,Football,football,1.0,12.0,mexico,MX,27492.0,11620.0,False,14480,TOL,False,False,0,1931,MX,Mexico,#d50101,#202b15,#202b15,AR,Argentina,Right,,5400000.0,5400000.0,EUR,,,
Gonzalo Piovi,,,gonzalo-piovi,G. Piovi,D,33,178.0,209,340537,33.0,778982400.0,Racing Club,racing-club,Racing,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,31885,RAC,False,False,0,3215,AR,Argentina,#00ccff,#ffffff,#ffffff,AR,Argentina,Left,1798675200.0,1900000.0,1900000.0,EUR,,,
Nazareno Colombo,,,nazareno-colombo,N. Colombo,D,6,184.0,106,913596,6.0,921888000.0,Racing Club,racing-club,Racing,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,31885,RAC,False,False,0,3215,AR,Argentina,#00ccff,#ffffff,#ffffff,AR,Argentina,Right,1830211200.0,3600000.0,3600000.0,EUR,,,
Francisco Álvarez,,,francisco-alvarez,F. Álvarez,D,16,180.0,72,871788,16.0,951523200.0,Barracas Central,barracas-central,Barracas,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7491,BAR,,False,0,65668,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Right,1703980800.0,1700000.0,1700000.0,EUR,,,
Aníbal Moreno,,,anibal-moreno,A. Moreno,M,29,177.0,581,977677,29.0,926553600.0,Racing Club,racing-club,Racing,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,31885,RAC,False,False,0,3215,AR,Argentina,#00ccff,#ffffff,#ffffff,AR,Argentina,Right,1767139200.0,8300000.0,8300000.0,EUR,,,
Francisco González,,,francisco-gonzalez,F. González,F,44,170.0,131,983528,44.0,986515200.0,Newell's Old Boys,newells-old-boys,Newell's,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,14700,NOB,False,False,0,3212,AR,Argentina,#ff0000,#000000,#000000,AR,Argentina,Both,1735603200.0,950000.0,950000.0,EUR,,,
Juan Gabriel Rodríguez,,,juan-gabriel-rodriguez,J. G. Rodríguez,D,6,186.0,45,155714,6.0,762393600.0,Talleres,talleres,Talleres,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,16149,CAT,False,False,0,3210,AR,Argentina,#050040,#ffffff,#ffffff,AR,Argentina,Right,1703980800.0,830000.0,830000.0,EUR,,,
José Mauri,,,jose-mauri,J. Mauri,M,11,169.0,124,284359,11.0,832204800.0,Sarmiento,sarmiento,Sarmiento,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,6873,CAS,False,False,0,42338,AR,Argentina,#006600,#006600,#006600,IT,Italy,Right,1703980800.0,350000.0,350000.0,EUR,,,
Jorge Carranza,,,jorge-carranza,J. C. Carranza,G,1,187.0,15,340431,1.0,358041600.0,Instituto Córdoba,instituto-cordoba,Instituto,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7806,IAC,,False,0,4937,AR,Argentina,#e72328,#222226,#222226,AR,Argentina,Right,1703980800.0,26000.0,26000.0,EUR,,,
Matías Catalán,,,matias-catalan,M. Catalán,D,4,182.0,272,249643,4.0,714182400.0,Talleres,talleres,Talleres,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,16149,CAT,False,False,0,3210,AR,Argentina,#050040,#ffffff,#ffffff,CL,Chile,Right,1767139200.0,1900000.0,1900000.0,EUR,,,
Franco Armani,,,franco-armani,F. Armani,G,1,189.0,2376,221140,1.0,529804800.0,River Plate,river-plate,River,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,97384,RIV,False,False,0,3211,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Right,1735603200.0,1500000.0,1500000.0,EUR,,,
Federico Fattori,,,federico-fattori,F. Fattori,M,24,178.0,26,789640,24.0,711763200.0,Huracán,huracan,Huracán,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,14674,HUR,False,False,0,7629,AR,Argentina,#ffffff,#dd0000,#dd0000,AR,Argentina,Right,1767139200.0,1400000.0,1400000.0,EUR,,,
Sebastián Villa,,,sebastian-villa,S. Villa,F,22,178.0,1140,839983,22.0,832464000.0,Beroe Stara Zagora,beroe-stara-zagora,Beroe,M,Football,football,1,Parva Liga,parva-liga,#91918f,#6f4f20,Bulgaria,bulgaria,Football,football,1.0,78.0,bulgaria,BG,13742.0,247.0,False,4169,BER,False,False,0,3281,BG,Bulgaria,#319231,#ffffff,#ffffff,CO,Colombia,Right,1782777600.0,5200000.0,5200000.0,EUR,False,False,
Juan Cáceres,,,juan-caceres,J. Cáceres,D,24,173.0,157,989801,24.0,959817600.0,Lanús,lanus,Lanús,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,13106,LAN,False,False,0,3218,AR,Argentina,#660033,#ffffff,#ffffff,PY,Paraguay,Right,1703980800.0,905000.0,905000.0,EUR,,,
Brahian Alemán,,,brahian-aleman,B. Alemán,M,10,176.0,201,122912,10.0,630374400.0,Al-Batin,al-batin,Al-Batin,M,Football,football,1,Division 1,division-1,#808185,#4a68b0,Saudi Arabia,saudi-arabia,Football,football,1.0,310.0,saudi-arabia,SA,7778.0,2120.0,False,5156,BAT,False,False,0,168084,SA,Saudi Arabia,#87ceeb,#87ceeb,#87ceeb,UY,Uruguay,Left,1719705600.0,860000.0,860000.0,EUR,,,
Gabriel Díaz,Gabriel Díaz,,gabriel-diaz,G. Díaz,D,33,175.0,47,1199053,33.0,956102400.0,Sarmiento,sarmiento,Sarmiento,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,6873,CAS,False,False,0,42338,AR,Argentina,#006600,#006600,#006600,AR,Argentina,Left,1703980800.0,850000.0,850000.0,EUR,False,,
Imanol Machuca,,,imanol-machuca,I. Machuca,M,39,169.0,380,974698,39.0,947894400.0,Fortaleza,fortaleza,Fortaleza,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,279105.0,325.0,False,73080,FOR,False,False,0,2020,BR,Brazil,#0000ff,#ff0000,#ff0000,AR,Argentina,Right,1830211200.0,2600000.0,2600000.0,EUR,,,
Gastón Benedetti,,,gaston-benedetti,G. Benedetti,M,13,174.0,132,1018407,13.0,985824000.0,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,19854,ELP,False,False,0,3206,AR,Argentina,#ff0000,#ffffff,#ffffff,AR,Argentina,Left,1735603200.0,2800000.0,2800000.0,EUR,False,,
Santiago Núñez,Santiago Núñez,,santiago-nunez,S. Núñez,D,4,187.0,94,1161819,4.0,956966400.0,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,19854,ELP,False,False,0,3206,AR,Argentina,#ff0000,#ffffff,#ffffff,AR,Argentina,Right,1767139200.0,1900000.0,1900000.0,EUR,,,
Enzo Díaz,,,enzo-diaz,E. Díaz,D,13,175.0,214,932937,13.0,818294400.0,River Plate,river-plate,River,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,97384,RIV,False,False,0,3211,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Left,1767139200.0,4300000.0,4300000.0,EUR,,,
Mauro Pittón,,,mauro-pitton,M. Pittón,M,28,181.0,30,796958,28.0,776304000.0,Central Córdoba,central-cordoba,Central Córdoba,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7905,CC,False,False,0,65676,AR,Argentina,#ffffff,#000000,#000000,AR,Argentina,Right,1703980800.0,1600000.0,1600000.0,EUR,,,
Agustin Sant'Anna,,,agustin-santanna,A. Sant'Anna,D,32,170.0,126,869726,32.0,875318400.0,Defensa y Justicia,defensa-y-justicia,Def y Justicia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20270,DYJ,False,False,0,36839,AR,Argentina,#ffff00,#339900,#339900,UY,Uruguay,Right,1703980800.0,2900000.0,2900000.0,EUR,,,
Emanuel Mammana,,,emanuel-mammana,E. Mammana,D,23,183.0,349,358914,23.0,823910400.0,River Plate,river-plate,River,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,97384,RIV,False,False,0,3211,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Right,1703980800.0,3600000.0,3600000.0,EUR,,,
Federico Rasmussen,,,federico-rasmussen,F. Rasmussen,D,23,191.0,14,932903,23.0,699667200.0,Godoy Cruz,godoy-cruz,Godoy Cruz,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,12549,GOD,,False,0,6074,AR,Argentina,#002593,#ffffff,#ffffff,AR,Argentina,Left,1703980800.0,325000.0,325000.0,EUR,,,
Diego Valoyes,,,diego-valoyes,D. Valoyes,M,7,182.0,648,822088,7.0,843350400.0,Juárez FC,juarez-fc,Juárez,M,Football,football,1,"Liga MX, Clausura",liga-mx-clausura,#cd2c25,#52b030,Mexico,mexico,Football,football,1.0,12.0,mexico,MX,27492.0,11620.0,False,8056,JUA,,False,0,201624,MX,Mexico,#0ee762,#222226,#222226,CO,Colombia,Right,,5000000.0,5000000.0,EUR,,,
Gastón Togni,,,gaston-togni,G. Togni,M,11,180.0,219,868361,11.0,874713600.0,Defensa y Justicia,defensa-y-justicia,Def y Justicia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20270,DYJ,False,False,0,36839,AR,Argentina,#ffff00,#339900,#339900,AR,Argentina,Left,1798675200.0,2300000.0,2300000.0,EUR,,,
Gustavo Velázquez,,,gustavo-velazquez,G. Velázquez,D,25,179.0,116,805427,25.0,671846400.0,Newell's Old Boys,newells-old-boys,Newell's,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,14700,NOB,False,False,0,3212,AR,Argentina,#ff0000,#000000,#000000,PY,Paraguay,Right,1767139200.0,1800000.0,1800000.0,EUR,False,,
Ramiro Sordo,Ramiro Sordo,,ramiro-sordo,R. Sordo,F,26,174.0,197,1087008,26.0,962236800.0,Newell's Old Boys,newells-old-boys,Newell's,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,14700,NOB,False,False,0,3212,AR,Argentina,#ff0000,#000000,#000000,AR,Argentina,Right,1767139200.0,2300000.0,2300000.0,EUR,,,
Nahuel Barrios,,,nahuel-barrios,N. Barrios,F,10,156.0,322,875236,10.0,894499200.0,San Lorenzo,san-lorenzo,San Lorenzo,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20794,SLO,False,False,0,3201,AR,Argentina,#ff0000,#000033,#000033,AR,Argentina,Right,1735603200.0,4600000.0,4600000.0,EUR,,,
Fernando Zuqui,,,fernando-zuqui,F. Zuqui,M,8,170.0,61,284729,8.0,691200000.0,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,19854,ELP,False,False,0,3206,AR,Argentina,#ff0000,#ffffff,#ffffff,AR,Argentina,Right,1735603200.0,1700000.0,1700000.0,EUR,,,
Guillermo Ortíz,,,guillermo-ortiz,G. Ortíz,D,42,184.0,13,250001,42.0,713318400.0,Newell's Old Boys,newells-old-boys,Newell's,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,14700,NOB,False,False,0,3212,AR,Argentina,#ff0000,#000000,#000000,AR,Argentina,Left,1735603200.0,720000.0,720000.0,EUR,,,
Luciano Gondou,,,luciano-gondou,L. Gondou,F,32,189.0,458,1096378,32.0,993168000.0,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17737,ARG,False,False,0,3216,AR,Argentina,#cc0000,#ffffff,#ffffff,AR,Argentina,Left,1830211200.0,7000000.0,7000000.0,EUR,,,
Milton Casco,,,milton-casco,M. Casco,D,20,169.0,286,122710,20.0,576720000.0,River Plate,river-plate,River,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,97384,RIV,False,False,0,3211,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Right,1767139200.0,690000.0,690000.0,EUR,,,
José Sosa,,,jose-sosa,J. Sosa,M,7,179.0,348,22981,7.0,487987200.0,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,19854,ELP,False,False,0,3206,AR,Argentina,#ff0000,#ffffff,#ffffff,AR,Argentina,Right,1735603200.0,215000.0,215000.0,EUR,,,
Marco Di Cesare,,,marco-di-cesare,M. D. Cesare,D,29,186.0,162,1017460,29.0,1012348800.0,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17737,ARG,False,False,0,3216,AR,Argentina,#cc0000,#ffffff,#ffffff,AR,Argentina,Right,1798675200.0,2600000.0,2600000.0,EUR,False,,
Leonardo Sigali,,,leonardo-sigali,L. Sigali,D,30,179.0,114,33268,30.0,549244800.0,Racing Club,racing-club,Racing,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,31885,RAC,False,False,0,3215,AR,Argentina,#00ccff,#ffffff,#ffffff,AR,Argentina,Right,1735603200.0,775000.0,775000.0,EUR,,,
Jaminton Campaz,,,jaminton-campaz,Jaminton Campaz,M,13,168.0,879,877299,13.0,959126400.0,Rosario Central,rosario-central,Rosario Central,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,12753,ROS,False,False,0,3217,AR,Argentina,#000066,#ffcc00,#ffcc00,CO,Colombia,Left,1703980800.0,4200000.0,4200000.0,EUR,,,
Jorge Broun,,,jorge-broun,J. Broun,G,1,190.0,69,789406,1.0,517449600.0,Rosario Central,rosario-central,Rosario Central,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,12753,ROS,False,False,0,3217,AR,Argentina,#000066,#ffcc00,#ffcc00,AR,Argentina,Right,1703980800.0,145000.0,145000.0,EUR,,,
Michael Santos,,,michael-santos,M. Santos,F,10,174.0,399,339115,10.0,731980800.0,Juárez FC,juarez-fc,Juárez,M,Football,football,1,"Liga MX, Clausura",liga-mx-clausura,#cd2c25,#52b030,Mexico,mexico,Football,football,1.0,12.0,mexico,MX,27492.0,11620.0,False,8056,JUA,,False,0,201624,MX,Mexico,#0ee762,#222226,#222226,UY,Uruguay,Right,,2800000.0,2800000.0,EUR,,,
Agustín Urzi,,,agustin-urzi,A. Urzi,M,11,168.0,222,965775,11.0,957398400.0,Juárez FC,juarez-fc,Juárez,M,Football,football,1,"Liga MX, Clausura",liga-mx-clausura,#cd2c25,#52b030,Mexico,mexico,Football,football,1.0,12.0,mexico,MX,27492.0,11620.0,False,8056,JUA,,False,0,201624,MX,Mexico,#0ee762,#222226,#222226,AR,Argentina,Left,1767139200.0,2800000.0,2800000.0,EUR,,,
Mateo Mendoza,Mateo Mendoza,,mateo-mendoza,M. Mendoza,D,26,,5,1467092,26.0,1100995200.0,Godoy Cruz,godoy-cruz,Godoy Cruz,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,12549,GOD,,False,0,6074,AR,Argentina,#002593,#ffffff,#ffffff,AR,Argentina,,,,,,,,
Ignacio Chicco,,,ignacio-chicco,I. Chicco,G,17,185.0,42,875398,17.0,836092800.0,Colón,colon,Colón,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,10230,COL,False,False,0,3207,AR,Argentina,#000000,#cc0000,#cc0000,AR,Argentina,Left,1719705600.0,2300000.0,2300000.0,EUR,,,
Cristian Lema,,,cristian-lema,C. Lema,D,2,190.0,143,106384,2.0,653097600.0,Lanús,lanus,Lanús,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,13106,LAN,False,False,0,3218,AR,Argentina,#660033,#ffffff,#ffffff,AR,Argentina,Right,1767139200.0,1500000.0,1500000.0,EUR,,,
Santiago Mele,,,santiago-mele,S. Mele,G,77,182.0,219,846421,77.0,873504000.0,Junior Barranquilla,junior-barranquilla,Junior Barranquilla,M,Football,football,1,"Primera A, Clausura",primera-a-clausura,#002c6d,#00afcf,Colombia,colombia,Football,football,1.0,274.0,colombia,CO,19234.0,11536.0,False,18038,JUN,False,False,0,6105,CO,Colombia,#cc0000,#ffffff,#ffffff,UY,Uruguay,Right,1719705600.0,1600000.0,1600000.0,EUR,False,,
Jorge Rodríguez,,,jorge-rodriguez,J. Rodríguez,M,30,179.0,109,583332,30.0,811123200.0,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,19854,ELP,False,False,0,3206,AR,Argentina,#ff0000,#ffffff,#ffffff,AR,Argentina,Right,1767139200.0,3900000.0,3900000.0,EUR,,,
Marco Pellegrino,Marco Pellegrino,,pellegrino-marco,M. Pellegrino,D,31,184.0,732,1095023,31.0,1026950400.0,Milan,milan,Milan,M,Football,football,1,Serie A,serie-a,#09519e,#008fd7,Italy,italy,Football,football,1.0,31.0,italy,IT,736696.0,23.0,False,727311,ACM,False,False,0,2692,IT,Italy,#000000,#cc0000,#cc0000,AR,Argentina,Left,1845936000.0,3400000.0,3400000.0,EUR,False,,M
Claudio Corvalán,,,claudio-corvalan,C. Corvalán,D,3,176.0,19,249383,3.0,606614400.0,Unión,union,Unión,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,8727,UNI,False,False,0,3204,AR,Argentina,#ffffff,#cc0000,#cc0000,AR,Argentina,Left,1735603200.0,290000.0,290000.0,EUR,,,
