name,slug,shortName,position,jerseyNumber,height,preferredFoot,userCount,id,shirtNumber,dateOfBirthTimestamp,contractUntilTimestamp,proposedMarketValue,team.name,team.slug,team.shortName,team.gender,team.sport.name,team.sport.slug,team.sport.id,team.primaryUniqueTournament.name,team.primaryUniqueTournament.slug,team.primaryUniqueTournament.primaryColorHex,team.primaryUniqueTournament.secondaryColorHex,team.primaryUniqueTournament.category.name,team.primaryUniqueTournament.category.slug,team.primaryUniqueTournament.category.sport.name,team.primaryUniqueTournament.category.sport.slug,team.primaryUniqueTournament.category.sport.id,team.primaryUniqueTournament.category.id,team.primaryUniqueTournament.category.flag,team.primaryUniqueTournament.category.alpha2,team.primaryUniqueTournament.userCount,team.primaryUniqueTournament.id,team.primaryUniqueTournament.displayInverseHomeAwayTeams,team.userCount,team.nameCode,team.national,team.type,team.id,team.country.alpha2,team.country.name,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,firstName,lastName,retired,team.disabled,gender,deceased
Lucas Ontivero,lucas-ontivero,L. Ontivero,F,15,170.0,Left,13,384486,15.0,779068800.0,,24000.0,Cumbayá FC,cumbaya-fc,Cumbayá FC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3203,CUM,False,0,377757,EC,Ecuador,#52b030,#52b030,#ffffff,AR,Argentina,24000.0,EUR,,,,,,
Luis Caicedo,luis-caicedo,L. Caicedo,D,18,185.0,Right,5,1169072,18.0,875059200.0,1767139200.0,485000.0,Delfín,delfin,Delfín,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,5215,DSC,False,0,213638,EC,Ecuador,#004597,#ffc414,#ffc414,EC,Ecuador,485000.0,EUR,Luis Caicedo,,,False,,
Jean Humanante,humanante-jean,J. Humanante,M,8,,,9,938611,8.0,831945600.0,1735603200.0,415000.0,Guayaquil City,guayaquil-city,Guayaquil City,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3362,GUA,False,0,188850,EC,Ecuador,#87bee7,#0070a0,#0070a0,EC,Ecuador,415000.0,EUR,,,,,,
Nicolás Previtali,nicolas-previtali,N. Previtali,M,21,184.0,,16,906807,21.0,805075200.0,1703980800.0,420000.0,Montevideo City Torque,montevideo-city-torque,Torque,M,Football,football,1,Primera División,primera-division,#0f4798,#c39d00,Uruguay,uruguay,Football,football,1.0,57.0,uruguay,UY,12076.0,278.0,False,5278,TOR,False,0,174972,UY,Uruguay,#55acee,#000066,#000066,AR,Argentina,420000.0,EUR,,,,False,,
Yilmar Filigrana,yilmar-filigrana,Y. Filigrana,F,18,184.0,Right,14,874724,18.0,658022400.0,,245000.0,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,CO,Colombia,245000.0,EUR,,,,,,
Pablo Cifuentes,pablo-cifuentes,P. Cifuentes,D,29,185.0,,1,873737,29.0,577238400.0,1703980800.0,335000.0,Cumbayá FC,cumbaya-fc,Cumbayá FC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3203,CUM,False,0,377757,EC,Ecuador,#52b030,#52b030,#ffffff,EC,Ecuador,335000.0,EUR,,,False,,,
Tommy Chamba,tommy-chamba,T. Chamba,M,30,172.0,,70,1404583,30.0,1098489600.0,1798675200.0,290000.0,Emelec,emelec,Emelec,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,13221,CSE,False,0,5255,EC,Ecuador,#0000cc,#333399,#333399,EC,Ecuador,290000.0,EUR,,,,False,,
Henry Patta,henry-patta,H. Patta,M,7,165.0,Right,4,588620,7.0,537580800.0,1703980800.0,275000.0,Gualaceo SC,gualaceo-sc,Gualaceo,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2276,GUA,False,0,248196,EC,Ecuador,#f9f11e,#13943b,#13943b,EC,Ecuador,275000.0,EUR,,,False,,,
Jose Caicedo,caicedo-jose,J. Caicedo,M,37,,Left,3,1474796,37.0,1069286400.0,1703980800.0,47000.0,Libertad,libertad,Libertad,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2965,LIB,False,0,394127,EC,Ecuador,#fc771c,#ffffff,#ffffff,EC,Ecuador,47000.0,EUR,José Caicedo,,,,M,
Kevin Velasco,kevin-velasco,K. Velasco,M,,166.0,,1,1185054,,936316800.0,,140000.0,No team,no-team,No team,,Football,football,1,,,,,,,,,,,,,,,,13,NTE,False,0,241802,,,#d0d0d0,#000000,#000000,EC,Ecuador,140000.0,EUR,Kevin Velasco,,,True,,
Marlon Medranda,medranda-marlon,M. Medranda,D,26,,Left,1,1020037,26.0,927072000.0,1767139200.0,190000.0,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,EC,Ecuador,190000.0,EUR,,,,,,
Marco Montaño,marco-montano,M. Montaño,D,25,172.0,,3,827138,25.0,715910400.0,,370000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,EC,Ecuador,370000.0,EUR,,,,,,
Enzo López,enzo-lopez,E. López,F,27,178.0,Right,4,1022783,27.0,889488000.0,1703980800.0,270000.0,Deportivo Cuenca,deportivo-cuenca,Cuenca,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,4135,CUE,False,0,5251,EC,Ecuador,#990000,#ffff00,#ffff00,AR,Argentina,270000.0,EUR,,,,,M,
Onofre Mejia,onofre-mejia,O. Mejia,M,5,178.0,Right,1,338951,5.0,512006400.0,1703980800.0,290000.0,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,EC,Ecuador,290000.0,EUR,,,,,,
Jefferson Caicedo,caicedo-jefferson,J. Caicedo,F,61,183.0,Left,3,927271,61.0,786585600.0,,320000.0,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,EC,Ecuador,320000.0,EUR,,,,,,
Jan Hurtado,jan-hurtado,J. Hurtado,F,7,181.0,Right,574,868777,7.0,952214400.0,1719705600.0,1300000.0,LDU,ldu,LDU,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22367,LDU,False,0,5257,EC,Ecuador,#ffffff,#ffffff,#ffffff,VE,Venezuela,1300000.0,EUR,,,,False,,
Jackson Rodríguez,jackson-rodriguez,J. Rodríguez,M,20,180.0,Left,10,1018168,20.0,907718400.0,1726444800.0,485000.0,Emelec,emelec,Emelec,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,13221,CSE,False,0,5255,EC,Ecuador,#0000cc,#333399,#333399,EC,Ecuador,485000.0,EUR,,,,False,,
Renny Sinisterra,sinisterra-renny,R. Sinisterra,F,30,184.0,Left,26,1131289,30.0,881712000.0,,340000.0,Libertad,libertad,Libertad,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2965,LIB,False,0,394127,EC,Ecuador,#fc771c,#ffffff,#ffffff,EC,Ecuador,340000.0,EUR,,,,,,
Darwin Torres,darwin-torres,D. Torres,D,23,178.0,Left,19,220757,23.0,666662400.0,,360000.0,CSD Municipal,csd-municipal,Municipal,M,Football,football,1,"Liga Guate Banrural, Apertura",liga-guate-banrural-apertura,#004a7f,#c7a116,Guatemala,guatemala,Football,football,1.0,365.0,guatemala,GT,2285.0,11619.0,False,5142,MUN,False,0,7025,GT,Guatemala,#ff0025,#0b2788,#0b2788,UY,Uruguay,360000.0,EUR,,,,,,
Michael Rangel,michael-rangel,M. Rangel,F,99,186.0,Right,140,1103938,99.0,668390400.0,1719705600.0,290000.0,Central Córdoba,central-cordoba,Central Córdoba,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7905,CC,False,0,65676,AR,Argentina,#ffffff,#000000,#000000,CO,Colombia,290000.0,EUR,,,,False,,
José Hernández,jose-hernandez,J. Hernández,D,12,180.0,Right,8,885589,12.0,850867200.0,1719705600.0,410000.0,Oleksandria,oleksandria,Oleksandria,M,Football,football,1,Premier League,premier-league,#150475,#da1a32,Ukraine,ukraine,Football,football,1.0,86.0,ukraine,UA,17476.0,218.0,False,5070,OLE,False,0,25479,UA,Ukraine,#fdc042,#000000,#000000,EC,Ecuador,410000.0,EUR,,,,,,
Alejandro Gabriel Quintana,alejandro-gabriel-quintana,A. G. Quintana,F,22,190.0,Right,16,868706,22.0,698544000.0,,210000.0,Guabirá,guabira,Guabirá,M,Football,football,1,Division Profesional,division-profesional,,,Bolivia,bolivia,Football,football,1.0,379.0,bolivia,BO,6579.0,16736.0,False,3631,GUA,False,0,47701,BO,Bolivia,#8e0000,#fdfdfd,#fdfdfd,AR,Argentina,210000.0,EUR,,,,False,,
Alex Rangel,rangel-alex,A. Rangel,D,89,189.0,,8,1109883,89.0,1016409600.0,1767139200.0,290000.0,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,EC,Ecuador,290000.0,EUR,,,,,,
Adonis Preciado,adonis-preciado,A. Preciado,M,77,178.0,Right,38,975536,77.0,859075200.0,,430000.0,Barcelona SC,barcelona-sc,Barcelona SC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22465,BSC,False,0,5250,EC,Ecuador,#ffff00,#000000,#000000,EC,Ecuador,430000.0,EUR,,,,False,,
Erick Castillo,erick-castillo,E. Castillo,F,11,177.0,Right,74,338957,11.0,791942400.0,,465000.0,Aucas,aucas,Aucas,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,7497,SDA,False,0,5249,EC,Ecuador,#d4252a,#ffdd00,#ffdd00,EC,Ecuador,465000.0,EUR,,,,False,,
Diego Hurtado,diego-hurtado,D. Hurtado,F,21,183.0,Right,3,922854,21.0,804384000.0,,105000.0,Cumbayá FC,cumbaya-fc,Cumbayá FC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3203,CUM,False,0,377757,EC,Ecuador,#52b030,#52b030,#ffffff,EC,Ecuador,105000.0,EUR,,,,,,
Wilker Ángel,wilker-angel,W. Ángel,D,4,190.0,Right,334,147358,4.0,732412800.0,,410000.0,Aucas,aucas,Aucas,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,7497,SDA,False,0,5249,EC,Ecuador,#d4252a,#ffdd00,#ffdd00,VE,Venezuela,410000.0,EUR,,,,False,,
Jhoanner Chávez,jhoanner-chavez,Jhoanner Chávez,D,25,182.0,Left,245,1002458,25.0,1019606400.0,1703980800.0,2100000.0,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,EC,Ecuador,2100000.0,EUR,,,False,False,,
Marco Alexander Carrasco Bonilla,carrasco-bonilla-marco-alexander,M. A. C. Bonilla,D,13,,Right,5,966583,13.0,726019200.0,,245000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,EC,Ecuador,245000.0,EUR,,,,,,
Ronny Biojo,biojo-ronny,R. Biojo,D,4,,,1,965873,4.0,932428800.0,1767139200.0,275000.0,Deportivo Cuenca,deportivo-cuenca,Cuenca,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,4135,CUE,False,0,5251,EC,Ecuador,#990000,#ffff00,#ffff00,EC,Ecuador,275000.0,EUR,,,False,,,
Rommel Tapia,rommel-tapia,R. Tapia,M,10,,,1,1391980,10.0,717984000.0,1703980800.0,385000.0,Cumbayá FC,cumbaya-fc,Cumbayá FC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3203,CUM,False,0,377757,EC,Ecuador,#52b030,#52b030,#ffffff,EC,Ecuador,385000.0,EUR,,,,,,
Bryan Elian Vinan Rodriguez,bryan-elian-vinan-rodriguez,B. E. V. Rodriguez,M,77,172.0,Left,1,964923,77.0,961459200.0,,105000.0,Orense SC,orense-sc,Orense,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2909,ORE,False,0,277525,EC,Ecuador,#7cfc00,#00009a,#00009a,EC,Ecuador,105000.0,EUR,,,,,,
Derlis Mereles,mereles-derlis,D. Mereles,M,30,164.0,,15,974113,30.0,,,,Cumbayá FC,cumbaya-fc,Cumbayá FC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3203,CUM,False,0,377757,EC,Ecuador,#52b030,#52b030,#ffffff,PY,Paraguay,,,,,,,,
Álvaro Preciado,alvaro-preciado,Á. Preciado,G,77,183.0,Right,9,974099,77.0,879984000.0,,52000.0,Barcelona SC,barcelona-sc,Barcelona SC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22465,BSC,False,0,5250,EC,Ecuador,#ffff00,#000000,#000000,EC,Ecuador,52000.0,EUR,,,,False,,
Guillermo Rendón,guillermo-rendon,G. Rendón,D,21,,,8,1177429,21.0,1016755200.0,,,Barcelona SC,barcelona-sc,Barcelona SC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22465,BSC,False,0,5250,EC,Ecuador,#ffff00,#000000,#000000,EC,Ecuador,,,Guillermo Rendón,,,False,,
Marcos Olmedo,olmedo-marcos,M. Olmedo,M,15,,,2,975773,15.0,928195200.0,1735603200.0,220000.0,Macará,macara,Macará,M,Football,football,1,LigaPro Serie B,ligapro-serie-b,#002c5f,#df0e1b,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,3207.0,10240.0,False,5291,MAC,False,0,6001,EC,Ecuador,#80cfee,#091249,#091249,EC,Ecuador,220000.0,EUR,,,,,,
Jeremy Mina,mina-jeremy,J. Mina,M,16,,,1,1116363,16.0,1000598400.0,,,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6217,UNI,False,0,21942,EC,Ecuador,#4bacd2,#222226,#222226,EC,Ecuador,,,,,False,,,
Ronal de Jesus,de-jesus-ronal,R. d. Jesus,M,42,176.0,Right,1,989375,42.0,511228800.0,,97000.0,El Nacional,el-nacional,El Nacional,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6417,ELN,False,0,5254,EC,Ecuador,#f60404,#222226,#222226,EC,Ecuador,97000.0,EUR,,,,,,
Ariel Aguas,aguas-ariel,A. Aguas,M,23,,,0,1485140,23.0,920678400.0,,,Cumbayá FC,cumbaya-fc,Cumbayá FC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3203,CUM,False,0,377757,EC,Ecuador,#52b030,#52b030,#ffffff,EC,Ecuador,,,,,,,M,
Ivan Becker,becker-ivan,I. Becker,M,,182.0,Right,2,1001813,,863913600.0,,145000.0,No team,no-team,No team,,Football,football,1,,,,,,,,,,,,,,,,13,NTE,False,0,241802,,,#d0d0d0,#000000,#000000,AR,Argentina,145000.0,EUR,,,False,True,M,
Wilson Chuchuca,chuchuca-wilson,W. Chuchuca,M,59,,,2,1521968,59.0,1062460800.0,,,Orense SC,orense-sc,Orense,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2909,ORE,False,0,277525,EC,Ecuador,#7cfc00,#00009a,#00009a,EC,Ecuador,,,,,,,M,
Mario Pineida,mario-pineida,M. Pineida,D,2,170.0,Right,113,158365,2.0,710380800.0,1767139200.0,475000.0,Barcelona SC,barcelona-sc,Barcelona SC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22465,BSC,False,0,5250,EC,Ecuador,#ffff00,#000000,#000000,EC,Ecuador,475000.0,EUR,,,,False,,
Angelo Mina,mina-angelo,A. Mina,M,8,,,4,989217,8.0,920246400.0,,260000.0,Aucas,aucas,Aucas,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,7497,SDA,False,0,5249,EC,Ecuador,#d4252a,#ffdd00,#ffdd00,EC,Ecuador,260000.0,EUR,,,False,False,,
Bryan Carabalí,bryan-carabali,B. Carabalí,D,24,180.0,,34,877439,24.0,882403200.0,1721174400.0,650000.0,Emelec,emelec,Emelec,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,13221,CSE,False,0,5255,EC,Ecuador,#0000cc,#333399,#333399,EC,Ecuador,650000.0,EUR,,,,False,,
Jonathan Borja,jonathan-borja,J. Borja,M,70,171.0,Both,40,869784,70.0,765504000.0,,260000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,EC,Ecuador,260000.0,EUR,,,,,,
Romario Caicedo,romario-caicedo,R. Caicedo,D,14,182.0,Right,11,858239,14.0,643420800.0,1767052800.0,580000.0,Emelec,emelec,Emelec,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,13221,CSE,False,0,5255,EC,Ecuador,#0000cc,#333399,#333399,EC,Ecuador,580000.0,EUR,,,,False,,
Carlos Feraud,carlos-feraud,C. Feraud,M,7,167.0,Right,6,249519,7.0,656640000.0,,140000.0,Libertad,libertad,Libertad,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2965,LIB,False,0,394127,EC,Ecuador,#fc771c,#ffffff,#ffffff,EC,Ecuador,140000.0,EUR,,,,,,
Rodrigo Rivas González,rodrigo-rivas-gonzalez,R. R. González,F,19,186.0,Left,25,850930,19.0,860716800.0,1703980800.0,440000.0,Orense SC,orense-sc,Orense,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2909,ORE,False,0,277525,EC,Ecuador,#7cfc00,#00009a,#00009a,CO,Colombia,440000.0,EUR,,,,,,
Ariel Garcia,garcia-ariel,A. Garcia,D,2,,,1,1185732,2.0,,,,Aucas,aucas,Aucas,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,7497,SDA,False,0,5249,EC,Ecuador,#d4252a,#ffdd00,#ffdd00,,,,,,,,False,,
Bruno Téliz,bruno-teliz,B. Téliz,M,33,174.0,Left,17,976170,33.0,682300800.0,,490000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,UY,Uruguay,490000.0,EUR,,,,,,
Andres Campas,andres-campas,A. Campas,D,29,,,1,1185561,29.0,712972800.0,1703980800.0,270000.0,Gualaceo SC,gualaceo-sc,Gualaceo,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2276,GUA,False,0,248196,EC,Ecuador,#f9f11e,#13943b,#13943b,EC,Ecuador,270000.0,EUR,,,,,,
José Luis Angulo,jose-luis-angulo,J. L. Angulo,G,32,189.0,Right,2,931633,32.0,881625600.0,,280000.0,Libertad,libertad,Libertad,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2965,LIB,False,0,394127,EC,Ecuador,#fc771c,#ffffff,#ffffff,EC,Ecuador,280000.0,EUR,,,False,,,
John Medina,medina-john,J. Medina,F,45,171.0,,1,1103933,45.0,718934400.0,1703980800.0,180000.0,Gualaceo SC,gualaceo-sc,Gualaceo,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2276,GUA,False,0,248196,EC,Ecuador,#f9f11e,#13943b,#13943b,EC,Ecuador,180000.0,EUR,,,,,,
Mauricio Alonso,mauricio-alonso,M. Alonso,M,22,171.0,Right,16,896840,22.0,761011200.0,,410000.0,Guayaquil City,guayaquil-city,Guayaquil City,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3362,GUA,False,0,188850,EC,Ecuador,#87bee7,#0070a0,#0070a0,UY,Uruguay,410000.0,EUR,,,,,,
Jhon Sánchez,jhon-sanchez,Jhon Sánchez,F,13,175.0,Right,99,975544,13.0,933292800.0,1735603200.0,440000.0,Emelec,emelec,Emelec,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,13221,CSE,False,0,5255,EC,Ecuador,#0000cc,#333399,#333399,EC,Ecuador,440000.0,EUR,,,,False,,
Enson Rodriguez,enson-rodriguez,E. Rodriguez,M,10,165.0,Right,34,589580,10.0,620956800.0,1703980800.0,220000.0,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,VE,Venezuela,220000.0,EUR,,,,,,
Óscar Quiñónez,oscar-quinonez,Ó. Quiñónez,D,55,190.0,,8,1495929,55.0,982540800.0,,410000.0,Orense SC,orense-sc,Orense,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2909,ORE,False,0,277525,EC,Ecuador,#7cfc00,#00009a,#00009a,EC,Ecuador,410000.0,EUR,Óscar Quiñónez,,,,,
Henry Mercado,mercado-henry,H. Mercado,D,33,,,1,1486740,33.0,869875200.0,,,Gualaceo SC,gualaceo-sc,Gualaceo,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2276,GUA,False,0,248196,EC,Ecuador,#f9f11e,#13943b,#13943b,EC,Ecuador,,,,,False,,M,False
Janus Vivar,janus-vivar,J. Vivar,F,11,166.0,Left,1,822722,11.0,905126400.0,,205000.0,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6217,UNI,False,0,21942,EC,Ecuador,#4bacd2,#222226,#222226,EC,Ecuador,205000.0,EUR,,,,,,
Enzo Ariel Fernandez,fernandez-enzo-ariel,E. A. Fernández,F,19,170.0,Left,25,1092343,19.0,707184000.0,,105000.0,Almagro,almagro,Almagro,M,Football,football,1,Primera Nacional,primera-nacional,#145286,#27A4DE,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,9092.0,703.0,False,2513,ALM,False,0,4938,AR,Argentina,#25c2fe,#000000,#000000,AR,Argentina,105000.0,EUR,,,False,,M,False
