name,slug,shortName,position,jerseyNumber,height,preferredFoot,userCount,id,shirtNumber,dateOfBirthTimestamp,contractUntilTimestamp,proposedMarketValue,team.name,team.slug,team.shortName,team.gender,team.sport.name,team.sport.slug,team.sport.id,team.primaryUniqueTournament.name,team.primaryUniqueTournament.slug,team.primaryUniqueTournament.primaryColorHex,team.primaryUniqueTournament.secondaryColorHex,team.primaryUniqueTournament.category.name,team.primaryUniqueTournament.category.slug,team.primaryUniqueTournament.category.sport.name,team.primaryUniqueTournament.category.sport.slug,team.primaryUniqueTournament.category.sport.id,team.primaryUniqueTournament.category.id,team.primaryUniqueTournament.category.flag,team.primaryUniqueTournament.category.alpha2,team.primaryUniqueTournament.userCount,team.primaryUniqueTournament.id,team.primaryUniqueTournament.displayInverseHomeAwayTeams,team.userCount,team.nameCode,team.national,team.type,team.id,team.country.alpha2,team.country.name,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,firstName,lastName,retired,team.disabled,gender,deceased
Leonai Souza de Almeida,leonai-souza-de-almeida,L. S. d. Almeida,M,22,174.0,Right,56,1021850,22.0,799027200.0,1703980800.0,825000.0,Barcelona SC,barcelona-sc,Barcelona SC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22465,BSC,False,0,5250,EC,Ecuador,#ffff00,#000000,#000000,BR,Brazil,825000.0,EUR,,,,False,,
Dennis Quintero,dennis-quintero,D. Quintero,D,29,177.0,Right,3,789917,29.0,866246400.0,,630000.0,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,EC,Ecuador,630000.0,EUR,,,,,,
Sergio Gonzalez,sergio-gonzalez,S. Gonzalez,F,32,179.0,Right,12,790806,32.0,797040000.0,,380000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,AR,Argentina,380000.0,EUR,,,,,,
Rolando David Silva,silva-rolando-david,R. D. Silva,G,12,,,1,1020039,12.0,803174400.0,,520000.0,Orense SC,orense-sc,Orense,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2909,ORE,False,0,277525,EC,Ecuador,#7cfc00,#00009a,#00009a,EC,Ecuador,520000.0,EUR,,,,,,
Eber Caicedo,eber-caicedo,E. Caicedo,F,13,,,2,226216,13.0,673228800.0,,145000.0,El Nacional,el-nacional,El Nacional,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6417,ELN,False,0,5254,EC,Ecuador,#f60404,#222226,#222226,EC,Ecuador,145000.0,EUR,,,,,,
Juan Anangonó,juan-anangono,J. Anangonó,F,25,185.0,Right,37,125076,25.0,608428800.0,,290000.0,Comunicaciones FC,comunicaciones-fc,Comunicaciones,M,Football,football,1,"Liga Guate Banrural, Apertura",liga-guate-banrural-apertura,#004a7f,#c7a116,Guatemala,guatemala,Football,football,1.0,365.0,guatemala,GT,2285.0,11619.0,False,7494,COM,False,0,7024,GT,Guatemala,#f7f7f7,#00b7ef,#00b7ef,EC,Ecuador,290000.0,EUR,,,,,,
Joao Quinones,quinones-joao,J. Quinones,D,88,,,3,939465,88.0,926726400.0,,215000.0,Libertad,libertad,Libertad,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2965,LIB,False,0,394127,EC,Ecuador,#fc771c,#ffffff,#ffffff,EC,Ecuador,215000.0,EUR,,,,,,
Jhon Ontaneda,ontaneda-jhon,J. Ontaneda,D,3,,,4,989402,3.0,833673600.0,1767139200.0,410000.0,Gualaceo SC,gualaceo-sc,Gualaceo,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2276,GUA,False,0,248196,EC,Ecuador,#f9f11e,#13943b,#13943b,EC,Ecuador,410000.0,EUR,,,False,,,
Jorge Ordóñez,jorge-ordonez,J. Ordóñez,M,43,182.0,,15,869786,43.0,804211200.0,1703980800.0,370000.0,El Nacional,el-nacional,El Nacional,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6417,ELN,False,0,5254,EC,Ecuador,#f60404,#222226,#222226,EC,Ecuador,370000.0,EUR,,,False,,,
Ángel Gracia,angel-gracia,Á. Gracia,D,,175.0,Left,3,805126,,612489600.0,,330000.0,9 de Octubre,9-de-octubre,9 de Octubre,M,Football,football,1,LigaPro Serie B,ligapro-serie-b,#002c5f,#df0e1b,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,3207.0,10240.0,False,2858,OCT,False,0,339975,EC,Ecuador,#0cb0e3,#000000,#000000,EC,Ecuador,330000.0,EUR,,,,False,,
Andrés Sánchez,andres-sanchez,A. Sánchez,M,22,,,1,1473020,22.0,840844800.0,,140000.0,Delfín,delfin,Delfín,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,5215,DSC,False,0,213638,EC,Ecuador,#004597,#ffc414,#ffc414,EC,Ecuador,140000.0,EUR,Andrés Sánchez,,,False,,
Robert Burbano,robert-burbano,R. Burbano,M,10,180.0,Right,13,339557,10.0,797472000.0,1703980800.0,515000.0,Orense SC,orense-sc,Orense,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2909,ORE,False,0,277525,EC,Ecuador,#7cfc00,#00009a,#00009a,EC,Ecuador,515000.0,EUR,,,,,,
Jesús Trindade,jesus-trindade,J. Trindade,M,41,176.0,Right,124,924855,41.0,742262400.0,1719705600.0,1200000.0,Barcelona SC,barcelona-sc,Barcelona SC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22465,BSC,False,0,5250,EC,Ecuador,#ffff00,#000000,#000000,UY,Uruguay,1200000.0,EUR,,,,False,,
Matías Fernández,matias-fernandez,M. Fernández,M,13,172.0,Right,237,805170,13.0,808358400.0,,1000000.0,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,CL,Chile,1000000.0,EUR,,,False,False,,
Joseph Espinoza,espinoza-joseph,J. Espinoza,M,5,169.0,Right,12,1004132,5.0,962496000.0,,260000.0,Emelec,emelec,Emelec,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,13221,CSE,False,0,5255,EC,Ecuador,#0000cc,#333399,#333399,EC,Ecuador,260000.0,EUR,,,,False,,
Facundo Rivero,facundo-rivero,F. Rivero,D,28,190.0,Both,5,1210374,28.0,744681600.0,,245000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,AR,Argentina,245000.0,EUR,Facundo Rivero,,,,,
Luis Castillo,castillo-luis,L. Castillo,D,20,178.0,,1,985109,20.0,925084800.0,,135000.0,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6217,UNI,False,0,21942,EC,Ecuador,#4bacd2,#222226,#222226,EC,Ecuador,135000.0,EUR,,,False,,,False
Kelvin Osorio,kelvin-osorio,K. Osorio,M,93,181.0,Right,35,818997,93.0,751852800.0,,775000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,CO,Colombia,775000.0,EUR,,,,,,
Luca Sosa,luca-sosa,L. Sosa,D,3,187.0,Left,25,789668,3.0,771292800.0,,955000.0,Barcelona SC,barcelona-sc,Barcelona SC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22465,BSC,False,0,5250,EC,Ecuador,#ffff00,#000000,#000000,AR,Argentina,955000.0,EUR,,,,False,,
Marcos Andrés López,marcos-andres-lopez,M. A. López,D,25,167.0,Right,8,846671,25.0,728784000.0,,470000.0,Deportivo Cuenca,deportivo-cuenca,Cuenca,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,4135,CUE,False,0,5251,EC,Ecuador,#990000,#ffff00,#ffff00,EC,Ecuador,470000.0,EUR,,,,,,
Juan Nazareno,juan-nazareno,J. Nazareno,M,6,172.0,,1,822719,6.0,903398400.0,,155000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,EC,Ecuador,155000.0,EUR,,,,,,
Wilman Pabón,wilman-pabon,W. Pabón,G,92,185.0,Right,1,923195,92.0,810777600.0,,390000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,EC,Ecuador,390000.0,EUR,,,,,,
Cristian García,cristian-garcia,C. García,M,5,180.0,Right,5,943177,5.0,837993600.0,,410000.0,Delfín,delfin,Delfín,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,5215,DSC,False,0,213638,EC,Ecuador,#004597,#ffc414,#ffc414,AR,Argentina,410000.0,EUR,,,False,False,,
David Noboa,david-noboa,D. Noboa,M,13,181.0,,2,588596,13.0,800582400.0,1703980800.0,210000.0,Deportivo Cuenca,deportivo-cuenca,Cuenca,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,4135,CUE,False,0,5251,EC,Ecuador,#990000,#ffff00,#ffff00,EC,Ecuador,210000.0,EUR,,,,,,
Jefferson Nazareno,nazareno-jefferson,J. Nazareno,D,24,187.0,Right,0,1473025,24.0,922320000.0,,105000.0,Delfín,delfin,Delfín,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,5215,DSC,False,0,213638,EC,Ecuador,#004597,#ffc414,#ffc414,EC,Ecuador,105000.0,EUR,Jefferson Nazareno,,,False,M,
Leonel Quiñónez,leonel-quinonez,L. Quiñónez,D,33,178.0,Left,21,922853,33.0,741657600.0,1703980800.0,460000.0,LDU,ldu,LDU,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22367,LDU,False,0,5257,EC,Ecuador,#ffffff,#ffffff,#ffffff,EC,Ecuador,460000.0,EUR,,,,False,,
Arián Pucheta,arian-pucheta,A. Pucheta,D,26,180.0,Left,12,859969,26.0,794620800.0,1703980800.0,320000.0,Cumbayá FC,cumbaya-fc,Cumbayá FC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3203,CUM,False,0,377757,EC,Ecuador,#52b030,#52b030,#ffffff,AR,Argentina,320000.0,EUR,,,,,,
Esteban Davila,esteban-davila,E. Davila,M,14,,,5,873889,14.0,823651200.0,,225000.0,Deportivo Cuenca,deportivo-cuenca,Cuenca,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,4135,CUE,False,0,5251,EC,Ecuador,#990000,#ffff00,#ffff00,EC,Ecuador,225000.0,EUR,,,,,,
Eddy Mejía,eddy-mejia,E. Mejía,M,16,,,3,922092,16.0,952560000.0,,210000.0,El Nacional,el-nacional,El Nacional,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6417,ELN,False,0,5254,EC,Ecuador,#f60404,#222226,#222226,EC,Ecuador,210000.0,EUR,,,,,,
Christian Ortíz,christian-ortiz,C. Ortíz,M,7,170.0,Right,111,293235,7.0,714355200.0,,830000.0,Barcelona SC,barcelona-sc,Barcelona SC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22465,BSC,False,0,5250,EC,Ecuador,#ffff00,#000000,#000000,AR,Argentina,830000.0,EUR,,,,False,,
Janner Corozo,janner-corozo,J. Corozo,M,13,175.0,Right,59,868275,13.0,810518400.0,1703980800.0,770000.0,Barcelona SC,barcelona-sc,Barcelona SC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22465,BSC,False,0,5250,EC,Ecuador,#ffff00,#000000,#000000,EC,Ecuador,770000.0,EUR,,,,False,,
Renny Jaramillo,renny-jaramillo,R. Jaramillo,M,14,175.0,,9,588640,14.0,897609600.0,,415000.0,Delfín,delfin,Delfín,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,5215,DSC,False,0,213638,EC,Ecuador,#004597,#ffc414,#ffc414,EC,Ecuador,415000.0,EUR,,,False,False,,
Anderson Naula,anderson-naula,A. Naula,F,10,,,4,805166,10.0,898473600.0,1703980800.0,465000.0,Libertad,libertad,Libertad,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2965,LIB,False,0,394127,EC,Ecuador,#fc771c,#ffffff,#ffffff,EC,Ecuador,465000.0,EUR,,,,,,
Jorge Gongora,gongora-jorge,J. Gongora,M,18,,,6,1185460,18.0,708048000.0,1703980800.0,360000.0,Gualaceo SC,gualaceo-sc,Gualaceo,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2276,GUA,False,0,248196,EC,Ecuador,#f9f11e,#13943b,#13943b,EC,Ecuador,360000.0,EUR,,,False,,,
Kevin Rodriguez,rodriguez-kevin,K. Rodríguez,F,13,190.0,Right,563,1431770,13.0,952128000.0,1814313600.0,960000.0,Royale Union Saint-Gilloise,royale-union-saint-gilloise,USG,M,Football,football,1,Pro League,pro-league,#16002b,#ff1740,Belgium,belgium,Football,football,1.0,33.0,belgium,BE,71304.0,38.0,False,74580,USG,False,0,4860,BE,Belgium,#ffec06,#1649fa,#1649fa,EC,Ecuador,960000.0,EUR,Kevin Rodríguez,,,False,M,
Maikel Reyes,maikel-reyes,M. Reyes,D,55,,Right,9,1105564,55.0,1042416000.0,,145000.0,Delfín,delfin,Delfín,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,5215,DSC,False,0,213638,EC,Ecuador,#004597,#ffc414,#ffc414,EC,Ecuador,145000.0,EUR,,,,False,,
David Ribeiro Pereira,ribeiro-pereira-david,D. R. Pereira,M,,187.0,Right,8,984979,,893289600.0,,210000.0,Taubaté,taubate,Taubaté,M,Football,football,1,"Paulista, Série A2",paulista-serie-a2,#004990,#d1a02f,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,3006.0,1234.0,False,663,ECT,False,0,135512,BR,Brazil,#ffffff,#0000ff,#0000ff,BR,Brazil,210000.0,EUR,,,,False,,
Joel Quintero,joel-quintero,J. Quintero,D,4,185.0,,9,822717,4.0,906681600.0,,155000.0,Emelec,emelec,Emelec,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,13221,CSE,False,0,5255,EC,Ecuador,#0000cc,#333399,#333399,EC,Ecuador,155000.0,EUR,,,,False,,
Byron Mina,byron-mina,B. Mina,D,,186.0,Left,1,248045,,681004800.0,,160000.0,No team,no-team,No team,,Football,football,1,,,,,,,,,,,,,,,,13,NTE,False,0,241802,,,#d0d0d0,#000000,#000000,EC,Ecuador,160000.0,EUR,,,,True,,
Aubrey David,aubrey-david,A. David,D,52,191.0,Left,35,249665,52.0,655603200.0,1719705600.0,235000.0,CS Cartaginés,cs-cartagines,Cartaginés,M,Football,football,1,"Primera Division, Apertura",primera-division-apertura,#02663a,#91b498,Costa Rica,costa-rica,Football,football,1.0,289.0,costa-rica,CR,5528.0,11535.0,False,6515,CAR,False,0,7044,CR,Costa Rica,#1f215c,#ffffff,#ffffff,TT,Trinidad and Tobago,235000.0,EUR,,,,False,,
Johan Lara,johan-lara,J. Lara,G,26,188.0,,1,985144,26.0,920160000.0,,210000.0,Aucas,aucas,Aucas,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,7497,SDA,False,0,5249,EC,Ecuador,#d4252a,#ffdd00,#ffdd00,EC,Ecuador,210000.0,EUR,,,,False,,
Rooney Troya,troya-rooney,R. Troya,M,,167.0,,14,1482436,,1140393600.0,,,Ecuador U17,ecuador-u17,Ecuador,M,Football,football,1,U17 World Championship,u17-world-championship,#398835,#377ac4,World,world,Football,football,1.0,1468.0,international,,36025.0,279.0,False,5941,ECU,True,0,48835,EC,Ecuador,#ffff00,#000063,#000063,EC,Ecuador,,,Rooney Troya,,,False,M,
Kevin Mercado,kevin-mercado,K. Mercado,M,7,170.0,Left,42,155796,7.0,791251200.0,,160000.0,El Nacional,el-nacional,El Nacional,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6417,ELN,False,0,5254,EC,Ecuador,#f60404,#222226,#222226,EC,Ecuador,160000.0,EUR,,,False,,,
Jair Castillo,castillo-jair,J. Castillo,M,33,,,1,1473188,33.0,,,,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,,,,,,,,,M,
Juan Bolado,juan-bolado,J. Bolado,G,24,182.0,Right,4,848617,24.0,869529600.0,,91000.0,Libertad,libertad,Libertad,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2965,LIB,False,0,394127,EC,Ecuador,#fc771c,#ffffff,#ffffff,AR,Argentina,91000.0,EUR,,,,,,
Jean Carlos Montaño,jean-carlos-montano,J. C. Montaño,M,28,180.0,Right,7,905565,28.0,917481600.0,,105000.0,Guayaquil City,guayaquil-city,Guayaquil City,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3362,GUA,False,0,188850,EC,Ecuador,#87bee7,#0070a0,#0070a0,EC,Ecuador,105000.0,EUR,,,,,,
Darío Aimar,dario-aimar,D. Aimar,D,5,186.0,Right,16,805296,5.0,789264000.0,,320000.0,Guayaquil City,guayaquil-city,Guayaquil City,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3362,GUA,False,0,188850,EC,Ecuador,#87bee7,#0070a0,#0070a0,EC,Ecuador,320000.0,EUR,,,,,,
Edison Vega,edison-vega,E. Vega,M,7,168.0,Left,11,832468,7.0,636854400.0,1703980800.0,320000.0,Aucas,aucas,Aucas,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,7497,SDA,False,0,5249,EC,Ecuador,#d4252a,#ffdd00,#ffdd00,EC,Ecuador,320000.0,EUR,,,,False,,
Diego Armas,diego-armas,D. Armas,M,88,172.0,,5,925605,88.0,646876800.0,,210000.0,El Nacional,el-nacional,El Nacional,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6417,ELN,False,0,5254,EC,Ecuador,#f60404,#222226,#222226,EC,Ecuador,210000.0,EUR,,,,,,
Pedro Velasco,pedro-velasco,P. Velasco,D,31,173.0,Right,29,146300,31.0,741312000.0,1735603200.0,455000.0,Barcelona SC,barcelona-sc,Barcelona SC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22465,BSC,False,0,5250,EC,Ecuador,#ffff00,#000000,#000000,EC,Ecuador,455000.0,EUR,,,,False,,
Francisco Gatti,gatti-francisco,F. Gatti,M,17,180.0,Right,3,1096661,17.0,769996800.0,,115000.0,Libertad,libertad,Libertad,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2965,LIB,False,0,394127,EC,Ecuador,#fc771c,#ffffff,#ffffff,AR,Argentina,115000.0,EUR,,,False,,M,
Bryan Ramirez,ramirez-bryan,B. Ramírez,D,29,,,8,1459658,29.0,965952000.0,1830211200.0,385000.0,LDU,ldu,LDU,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22367,LDU,False,0,5257,EC,Ecuador,#ffffff,#ffffff,#ffffff,EC,Ecuador,385000.0,EUR,Bryan Ramírez,,,False,M,
Victor Mendoza,mendoza-victor,V. Mendoza,G,12,189.0,Right,20,991138,12.0,780883200.0,1767139200.0,245000.0,Barcelona SC,barcelona-sc,Barcelona SC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22465,BSC,False,0,5250,EC,Ecuador,#ffff00,#000000,#000000,EC,Ecuador,245000.0,EUR,,,,False,,
Carlos Uvilde Sanchez Esmeraldas,carlos-uvilde-sanchez-esmeraldas,C. U. S. Esmeraldas,D,18,,,5,1065585,18.0,981417600.0,,205000.0,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,EC,Ecuador,205000.0,EUR,Carlos Uvilde Sanchez Esmeraldas,,,False,,
Steven Tapiero,tapiero-steven,S. Tapiero,M,14,,,16,1020186,14.0,680659200.0,1703980800.0,330000.0,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,CO,Colombia,330000.0,EUR,,,,,,
Vinicio Angulo,vinicio-angulo,V. Angulo,F,99,178.0,Right,9,125075,99.0,585878400.0,,240000.0,Gualaceo SC,gualaceo-sc,Gualaceo,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2276,GUA,False,0,248196,EC,Ecuador,#f9f11e,#13943b,#13943b,EC,Ecuador,240000.0,EUR,,,,,,
José Alberti,jose-alberti,J. Alberti,M,8,172.0,Right,23,976102,8.0,859593600.0,1735603200.0,680000.0,Club Nacional de Fútbol,club-nacional-de-futbol,Nacional,M,Football,football,1,Primera División,primera-division,#0f4798,#c39d00,Uruguay,uruguay,Football,football,1.0,57.0,uruguay,UY,12076.0,278.0,False,20391,NAC,False,0,3230,UY,Uruguay,#ffffff,#0033ff,#0033ff,UY,Uruguay,680000.0,EUR,,,,False,,
Jimmy Mina,mina-jimmy,J. Mina,D,6,,,2,1468325,6.0,927763200.0,,,Cumbayá FC,cumbaya-fc,Cumbayá FC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3203,CUM,False,0,377757,EC,Ecuador,#52b030,#52b030,#ffffff,EC,Ecuador,,,Jimmy Mina,,,,M,
Madison Julio,madison-julio,M. Julio,M,8,,,5,826819,8.0,876441600.0,1703980800.0,420000.0,El Nacional,el-nacional,El Nacional,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6417,ELN,False,0,5254,EC,Ecuador,#f60404,#222226,#222226,EC,Ecuador,420000.0,EUR,,,,,,
Guillermo Fratta,guillermo-fratta,G. Fratta,D,19,188.0,Right,34,805244,19.0,811468800.0,,390000.0,Deportivo Cuenca,deportivo-cuenca,Cuenca,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,4135,CUE,False,0,5251,EC,Ecuador,#990000,#ffff00,#ffff00,UY,Uruguay,390000.0,EUR,,,,,,
