name,firstName,lastName,slug,shortName,position,jerseyNumber,height,preferredFoot,userCount,id,shirtNumber,dateOfBirthTimestamp,contractUntilTimestamp,proposedMarketValue,team.name,team.slug,team.shortName,team.gender,team.sport.name,team.sport.slug,team.sport.id,team.primaryUniqueTournament.name,team.primaryUniqueTournament.slug,team.primaryUniqueTournament.primaryColorHex,team.primaryUniqueTournament.secondaryColorHex,team.primaryUniqueTournament.category.name,team.primaryUniqueTournament.category.slug,team.primaryUniqueTournament.category.sport.name,team.primaryUniqueTournament.category.sport.slug,team.primaryUniqueTournament.category.sport.id,team.primaryUniqueTournament.category.id,team.primaryUniqueTournament.category.flag,team.primaryUniqueTournament.category.alpha2,team.primaryUniqueTournament.userCount,team.primaryUniqueTournament.id,team.primaryUniqueTournament.displayInverseHomeAwayTeams,team.userCount,team.nameCode,team.disabled,team.national,team.type,team.id,team.country.alpha2,team.country.name,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,retired,deceased,gender
Eguinaldo,Eguinaldo,,eguinaldo,Eguinaldo,F,7,175.0,Right,542,1390545,7.0,1092009600.0,1845936000.0,2900000.0,Shakhtar Donetsk,shakhtar-donetsk,Shakhtar,M,Football,football,1,Premier League,premier-league,#150475,#da1a32,Ukraine,ukraine,Football,football,1.0,86.0,ukraine,UA,17423.0,218.0,False,102002,SHA,False,False,0,3313,UA,Ukraine,#ff6600,#000000,#000000,BR,Brazil,2900000.0,EUR,,,M
Reinaldo,,,reinaldo,Reinaldo,F,7,177.0,Right,41,981635,7.0,991785600.0,1782777600.0,270000.0,Santa Clara,santa-clara,Santa Clara,M,Football,football,1,Liga Portugal 2,liga-portugal-2,#00397b,#01d8e1,Portugal,portugal,Football,football,1.0,44.0,portugal,PT,13523.0,239.0,False,13178,SCL,False,False,0,3011,PT,Portugal,#d60122,#222226,#222226,BR,Brazil,270000.0,EUR,False,,
Ed Carlos,Ed Carlos,,ed-carlos,Ed Carlos,M,37,187.0,Left,88,1066714,37.0,984960000.0,1782777600.0,980000.0,Santos,santos,Santos,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,87820,SAN,False,False,0,1968,BR,Brazil,#ffffff,#ffffff,#ffffff,BR,Brazil,980000.0,EUR,False,,
Alfredo Morelos,,,alfredo-morelos,A. Morelos,F,22,177.0,Both,2267,831085,22.0,835315200.0,1756598400.0,5700000.0,Santos,santos,Santos,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,87820,SAN,False,False,0,1968,BR,Brazil,#ffffff,#ffffff,#ffffff,CO,Colombia,5700000.0,EUR,,,
Kauan Santos,,,kauan-santos,K. Santos,M,47,165.0,Right,93,1411222,47.0,1087430400.0,,,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,204701,PAL,False,False,0,1963,BR,Brazil,#339966,#336633,#336633,BR,Brazil,,,,,
Paulo Vitor,,,paulo-vitor,P. Vitor,M,30,170.0,Right,118,881153,30.0,930182400.0,1767139200.0,410000.0,Cruzeiro,cruzeiro,Cruzeiro,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,79902,CRU,False,False,0,1954,BR,Brazil,#0033cc,#0033cc,#0033cc,BR,Brazil,410000.0,EUR,,,
Brenno,,,brenno,Brenno,G,22,188.0,Right,273,914481,22.0,922924800.0,1719705600.0,2700000.0,Bari,bari,Bari,M,Football,football,1,Serie B,serie-b,#027d32,#f18f01,Italy,italy,Football,football,1.0,31.0,italy,IT,41640.0,53.0,False,20906,BAR,False,False,0,2712,IT,Italy,#ffffff,#ff0000,#ff0000,BR,Brazil,2700000.0,EUR,,,
Jair Paula,,,jair-paula,J. Paula,D,32,195.0,Both,90,1170722,32.0,1110153600.0,,,Santos,santos,Santos,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,87820,SAN,False,False,0,1968,BR,Brazil,#ffffff,#ffffff,#ffffff,BR,Brazil,,,,,
Marcos Victor,Marcos Victor,,marcos-victor,Marcos Victor,D,44,184.0,Right,88,1174196,44.0,1009324800.0,1830211200.0,260000.0,Bahia,bahia,Bahia,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,62440,BAH,False,False,0,1955,BR,Brazil,#ffffff,#333399,#333399,BR,Brazil,260000.0,EUR,False,,
Isaac,Isaac,,isaac,Isaac,F,41,181.0,,64,1471239,41.0,1080259200.0,,,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,104112,ATL,False,False,0,1977,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,,,,,
Paulo Vitor,Paulo Vitor,,vitor-paulo,P. Vitor,D,27,185.0,Right,32,1488136,27.0,1093478400.0,,140000.0,Atlético-MG U20,atletico-mg-u20,Atlético-MG,M,Football,football,1,U20 Campeonato Brasileiro,u20-campeonato-brasileiro,#debe04,#384ba9,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,6158.0,9233.0,False,3451,ATM,False,False,0,200653,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,140000.0,EUR,,,M
Araújo,Araújo,,araujo,Araújo,M,49,,,22,1584796,49.0,1119225600.0,,,Grêmio,gremio,Grêmio,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,107182,GPA,False,False,0,5926,BR,Brazil,#3399ff,#000033,#000033,,,,,,,
Ricardo Cerqueira,,,ricardo-cerqueira,Ricardo Cerqueira,M,54,184.0,Right,18,1412633,54.0,1041120000.0,1830211200.0,320000.0,Cuiabá,cuiaba,Cuiabá,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,31008,CUI,False,False,0,49202,BR,Brazil,#ffffff,#006600,#006600,BR,Brazil,320000.0,EUR,False,,
Ighor Gabryel,Ighor Gabryel,,ighor-gabryel,I. Gabryel,F,91,,,2,1106530,91.0,1042588800.0,,,América Mineiro,america-mineiro,América-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,43928,AMG,False,False,0,1973,BR,Brazil,#056635,#ffffff,#ffffff,BR,Brazil,,,,,
André Luiz,André Luiz,,andre-luiz,André Luiz,F,10,185.0,Right,310,1133282,10.0,1014422400.0,1719705600.0,160000.0,CF Estrela Amadora,cf-estrela-amadora,Estrela Amadora,M,Football,football,1,Liga Portugal,liga-portugal,#ffc501,#e6a100,Portugal,portugal,Football,football,1.0,44.0,portugal,PT,172524.0,238.0,False,9457,EST,,False,0,3035,PT,Portugal,#ffffff,#de0000,#de0000,BR,Brazil,160000.0,EUR,False,,
Juan Iturbe,,,juan-iturbe,J. Iturbe,M,21,170.0,Left,497,146415,21.0,739152000.0,1735603200.0,900000.0,Grêmio,gremio,Grêmio,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,107182,GPA,False,False,0,5926,BR,Brazil,#3399ff,#000033,#000033,PY,Paraguay,900000.0,EUR,False,,
Sandry,,,sandry,Sandry,M,6,173.0,Right,382,973847,6.0,1030665600.0,1782777600.0,3900000.0,Santos,santos,Santos,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,87820,SAN,False,False,0,1968,BR,Brazil,#ffffff,#ffffff,#ffffff,BR,Brazil,3900000.0,EUR,,,
Manoel,,,manoel,Manoel,D,26,182.0,Right,282,84845,26.0,635990400.0,1735603200.0,380000.0,Fluminense,fluminense,Fluminense,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,113402,FLU,False,False,0,1961,BR,Brazil,#660000,#006633,#006633,BR,Brazil,380000.0,EUR,,,
Kaio César,Kaio César,,kaio-cesar,Kaio César,F,37,168.0,Left,96,1396009,37.0,1076803200.0,1735603200.0,970000.0,Coritiba,coritiba,Coritiba,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,38928,COR,False,False,0,1982,BR,Brazil,#ffffff,#009966,#009966,BR,Brazil,970000.0,EUR,False,,
Gabriel Neves,,,gabriel-neves,G. Neves,M,20,171.0,Right,931,875294,20.0,871257600.0,1767139200.0,2700000.0,São Paulo,sao-paulo,São Paulo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,160434,SPA,False,False,0,1981,BR,Brazil,#ffffff,#000000,#000000,UY,Uruguay,2700000.0,EUR,,,
Lucca,Lucca,,lucca,L. Holanda,F,45,180.0,Right,204,1199435,45.0,1049241600.0,,,Internacional,internacional,Internacional,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,90636,INT,False,False,0,1966,BR,Brazil,#cc0000,#cc0000,#cc0000,BR,Brazil,,,False,,M
Rodriguinho,Rodriguinho,,rodriguinho,Rodriguinho,M,75,170.0,Right,63,1174770,75.0,1054771200.0,,,América Mineiro,america-mineiro,América-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,43928,AMG,False,False,0,1973,BR,Brazil,#056635,#ffffff,#ffffff,BR,Brazil,,,False,False,
Lucas Mineiro,,,lucas-mineiro,L. Mineiro,M,31,188.0,Left,74,840077,31.0,825120000.0,1703980800.0,1100000.0,Cuiabá,cuiaba,Cuiabá,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,31008,CUI,False,False,0,49202,BR,Brazil,#ffffff,#006600,#006600,BR,Brazil,1100000.0,EUR,,,
Willian Farias,,,willian-farias,W. Farias,M,8,176.0,Right,87,243239,8.0,613094400.0,1735603200.0,185000.0,Coritiba,coritiba,Coritiba,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,38928,COR,False,False,0,1982,BR,Brazil,#ffffff,#009966,#009966,BR,Brazil,185000.0,EUR,,,
Matheus Dias,,,dias-matheus,Matheus Dias,M,41,187.0,Right,157,1020610,41.0,1020902400.0,1830211200.0,545000.0,Internacional,internacional,Internacional,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,90636,INT,False,False,0,1966,BR,Brazil,#cc0000,#cc0000,#cc0000,BR,Brazil,545000.0,EUR,False,,M
João Pedro Galvão,,,joao-pedro-galvao,João Pedro Galvão,F,11,184.0,Right,1499,123208,11.0,700099200.0,1719705600.0,5700000.0,Grêmio,gremio,Grêmio,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,107182,GPA,False,False,0,5926,BR,Brazil,#3399ff,#000033,#000033,IT,Italy,5700000.0,EUR,False,False,
Arturo Vidal,,,arturo-vidal,Arturo Vidal,M,23,180.0,Right,9366,18342,23.0,548640000.0,1703980800.0,680000.0,Athletico,athletico,Athletico,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,68818,CAP,False,False,0,1967,BR,Brazil,#000000,#cc0000,#cc0000,CL,Chile,680000.0,EUR,False,False,
Guilherme Biro,,,guilherme-biro,Guilherme Biro,M,26,176.0,Left,879,1106667,26.0,1074556800.0,1830211200.0,3800000.0,Corinthians,corinthians,Corinthians,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,174419,COR,False,False,0,1957,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,3800000.0,EUR,False,,
Manuel Capasso,,,manuel-capasso,M. Capasso,D,22,188.0,Right,273,940611,22.0,829872000.0,1767139200.0,2400000.0,Vasco da Gama,vasco-da-gama,Vasco,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,103340,VAS,False,False,0,1974,BR,Brazil,#ffffff,#000000,#000000,AR,Argentina,2400000.0,EUR,,,
Luís Oyama,,,luis-oyama,Luís Oyama,M,55,171.0,Right,176,922570,55.0,854582400.0,1703980800.0,870000.0,Goiás,goias,Goiás,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,39854,GGO,False,False,0,1960,BR,Brazil,#006633,#ffffff,#ffffff,BR,Brazil,870000.0,EUR,False,False,
Rodrigo Ely,,,rodrigo-ely,R. Ely,D,5,188.0,Right,418,168745,5.0,752284800.0,1767139200.0,2900000.0,Grêmio,gremio,Grêmio,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,107182,GPA,False,False,0,5926,BR,Brazil,#3399ff,#000033,#000033,BR,Brazil,2900000.0,EUR,,,
Pedro Augusto,,,pedro-augusto,P. Augusto,M,21,181.0,Left,107,922556,21.0,857347200.0,1735603200.0,520000.0,Fortaleza,fortaleza,Fortaleza,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,73132,FOR,False,False,0,2020,BR,Brazil,#0000ff,#ff0000,#ff0000,BR,Brazil,520000.0,EUR,False,False,
Gustavinho,Gustavinho,,gustavinho,Gustavinho,M,22,176.0,Right,106,1463904,22.0,1082678400.0,1830211200.0,680000.0,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,58804,BRA,False,False,0,1999,BR,Brazil,#363636,#d8d8d6,#d8d8d6,BR,Brazil,680000.0,EUR,False,,M
Gustavo Silva,,,gustavo-silva,Gustavo Silva,F,19,169.0,Right,658,863283,19.0,873590400.0,1782777600.0,2700000.0,Corinthians,corinthians,Corinthians,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,174419,COR,False,False,0,1957,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,2700000.0,EUR,False,,
Ian Luccas,,,ian-luccas,Ian Luccas,M,20,187.0,Right,108,1046496,20.0,1044921600.0,1814313600.0,485000.0,Cruzeiro,cruzeiro,Cruzeiro,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,79902,CRU,False,False,0,1954,BR,Brazil,#0033cc,#0033cc,#0033cc,BR,Brazil,485000.0,EUR,False,,
Fernando Henrique,Fernando Henrique,,fernando-henrique,F. Henrique,M,15,182.0,Both,122,1067634,15.0,991353600.0,1767139200.0,1200000.0,Cruzeiro,cruzeiro,Cruzeiro,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,79902,CRU,False,False,0,1954,BR,Brazil,#0033cc,#0033cc,#0033cc,BR,Brazil,1200000.0,EUR,False,,
Giovanni,Giovanni,,giovanni,Giovanni,F,37,176.0,Both,297,1036002,37.0,1012435200.0,1703980800.0,760000.0,Fluminense,fluminense,Fluminense,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,113402,FLU,False,False,0,1961,BR,Brazil,#660000,#006633,#006633,BR,Brazil,760000.0,EUR,False,,
Bruno Mezenga,,,bruno-mezenga,B. Mezenga,F,88,180.0,Left,165,60472,88.0,587001600.0,1703980800.0,290000.0,Santos,santos,Santos,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,87820,SAN,False,False,0,1968,BR,Brazil,#ffffff,#ffffff,#ffffff,BR,Brazil,290000.0,EUR,,,
Raphael Guzzo,,,raphael-guzzo,R. Guzzo,M,5,180.0,Right,97,190151,5.0,789350400.0,1703980800.0,650000.0,Goiás,goias,Goiás,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,39854,GGO,False,False,0,1960,BR,Brazil,#006633,#ffffff,#ffffff,PT,Portugal,650000.0,EUR,,,
Josué,Josué,,josue,Josué,M,48,,,36,1584795,48.0,1114387200.0,,,Grêmio,gremio,Grêmio,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,107182,GPA,False,False,0,5926,BR,Brazil,#3399ff,#000033,#000033,BR,Brazil,,,,,
Hayner,,,hayner,Hayner,D,2,178.0,Right,90,807767,2.0,812592000.0,1703980800.0,620000.0,Coritiba,coritiba,Coritiba,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,38928,COR,False,False,0,1982,BR,Brazil,#ffffff,#009966,#009966,BR,Brazil,620000.0,EUR,False,,
Alesson,,,alesson,Alesson,F,27,173.0,Left,64,871015,27.0,919123200.0,1703980800.0,590000.0,Goiás,goias,Goiás,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,39854,GGO,False,False,0,1960,BR,Brazil,#006633,#ffffff,#ffffff,BR,Brazil,590000.0,EUR,False,,
Cauan Barros,,,barros-cauan,C. Barros,M,88,183.0,Right,131,1444694,88.0,1083801600.0,1798675200.0,525000.0,Vasco da Gama,vasco-da-gama,Vasco,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,103340,VAS,False,False,0,1974,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,525000.0,EUR,,,M
Wanderson,,,wanderson,Wanderson,D,4,186.0,Right,44,368846,4.0,665884800.0,1735603200.0,260000.0,América Mineiro,america-mineiro,América-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,43928,AMG,False,False,0,1973,BR,Brazil,#056635,#ffffff,#ffffff,BR,Brazil,260000.0,EUR,,,
Nathan,,,nathan,Nathan,D,22,183.0,Right,198,1016912,22.0,999648000.0,1719705600.0,1900000.0,Famalicão,famalicao,Famalicão,M,Football,football,1,Liga Portugal,liga-portugal,#ffc501,#e6a100,Portugal,portugal,Football,football,1.0,44.0,portugal,PT,172524.0,238.0,False,17304,FAM,False,False,0,49531,PT,Portugal,#1a4879,#222226,#222226,BR,Brazil,1900000.0,EUR,False,,
Iago Maidana,,,iago-maidana,I. Maidana,D,3,194.0,Right,233,599686,3.0,823564800.0,1703980800.0,1900000.0,América Mineiro,america-mineiro,América-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,43928,AMG,False,False,0,1973,BR,Brazil,#056635,#ffffff,#ffffff,BR,Brazil,1900000.0,EUR,,,
Patrick,,,patrick,Patrick,M,49,176.0,Right,594,594428,49.0,712368000.0,1767139200.0,2600000.0,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,104112,ATL,False,False,0,1977,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,2600000.0,EUR,False,,
Edu,,,edu,Edu,D,43,188.0,Right,41,989715,43.0,961113600.0,1719705600.0,460000.0,Goiás,goias,Goiás,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,39854,GGO,False,False,0,1960,BR,Brazil,#006633,#ffffff,#ffffff,BR,Brazil,460000.0,EUR,False,,
Vinicius Zanocelo,,,vinicius-zanocelo,Vinicius Zanocelo,M,25,184.0,Right,291,973841,25.0,980812800.0,1703980800.0,3100000.0,Fortaleza,fortaleza,Fortaleza,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,73132,FOR,False,False,0,2020,BR,Brazil,#0000ff,#ff0000,#ff0000,BR,Brazil,3100000.0,EUR,,,
Lucas Milla,,,lucas-milla,Lucas Milla,M,45,176.0,Right,90,1176212,45.0,1043712000.0,1767139200.0,425000.0,Grêmio,gremio,Grêmio,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,107182,GPA,False,False,0,5926,BR,Brazil,#3399ff,#000033,#000033,BR,Brazil,425000.0,EUR,False,False,
Dalbert,,,dalbert,Dalbert,M,29,181.0,Left,395,385386,29.0,747446400.0,1703980800.0,1100000.0,Internacional,internacional,Internacional,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,90636,INT,False,False,0,1966,BR,Brazil,#cc0000,#cc0000,#cc0000,BR,Brazil,1100000.0,EUR,False,False,
Luciano Arriagada,,,luciano-arriagada,Luciano Arriagada,F,32,184.0,Right,473,1014798,32.0,1020124800.0,1767139200.0,905000.0,Athletico,athletico,Athletico,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,68818,CAP,False,False,0,1967,BR,Brazil,#000000,#cc0000,#cc0000,CL,Chile,905000.0,EUR,False,,
Lucas Kal,,,lucas-kal,Lucas Kal,M,21,186.0,Right,124,840118,21.0,826934400.0,1719705600.0,1600000.0,América Mineiro,america-mineiro,América-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,43928,AMG,False,False,0,1973,BR,Brazil,#056635,#ffffff,#ffffff,BR,Brazil,1600000.0,EUR,,,
Neto Moura,,,neto-moura,N. Moura,M,5,176.0,Right,213,559034,5.0,839289600.0,1767139200.0,865000.0,Cruzeiro,cruzeiro,Cruzeiro,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,79902,CRU,False,False,0,1954,BR,Brazil,#0033cc,#0033cc,#0033cc,BR,Brazil,865000.0,EUR,,,
Rodrigo Fernández,,,rodrigo-fernandez,R. Fernández,M,14,172.0,Right,303,877599,14.0,820627200.0,1767139200.0,1200000.0,Santos,santos,Santos,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,87820,SAN,False,False,0,1968,BR,Brazil,#ffffff,#ffffff,#ffffff,UY,Uruguay,1200000.0,EUR,False,,
Wellington Paulista,,,wellington-paulista,W. Paulista,F,9,183.0,Right,245,29106,9.0,419817600.0,1703980800.0,145000.0,América Mineiro,america-mineiro,América-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,43928,AMG,False,False,0,1973,BR,Brazil,#056635,#ffffff,#ffffff,BR,Brazil,145000.0,EUR,,,
Júnior Urso,,,junior-urso,Júnior Urso,M,21,182.0,Right,175,243251,21.0,605491200.0,1703980800.0,415000.0,Orlando City SC,orlando-city-sc,Orlando,M,Football,football,1,MLS,mls,#e2231a,#062f69,USA,usa,Football,football,1.0,26.0,usa,US,79859.0,242.0,False,15116,ORL,False,False,0,52237,US,USA,#660099,#ffffff,#ffffff,BR,Brazil,415000.0,EUR,False,,
Jhonny Lucas,,,jhonny-lucas,Jhonny Lucas,M,13,170.0,Right,74,893524,13.0,951091200.0,1735603200.0,410000.0,Goiás,goias,Goiás,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,39854,GGO,False,False,0,1960,BR,Brazil,#006633,#ffffff,#ffffff,BR,Brazil,410000.0,EUR,False,,
Gabriel Silva,,,gabriel-silva,Gabriel Silva,M,20,180.0,,68,1176796,20.0,1025654400.0,,,Coritiba,coritiba,Coritiba,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,38928,COR,False,False,0,1982,BR,Brazil,#ffffff,#009966,#009966,BR,Brazil,,,False,,
Pablinho,,,pablinho,Pablinho,F,82,180.0,Right,13,1465710,82.0,1064016000.0,,,Cuiabá U20,cuiaba-u20,Cuiabá,M,Football,football,1,U20 Campeonato Brasileiro,u20-campeonato-brasileiro,#debe04,#384ba9,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,6158.0,9233.0,False,701,CUI,,False,0,307234,BR,Brazil,#ffffff,#006600,#006600,BR,Brazil,,,,,
Rodrigo Caio,,,rodrigo-caio,R. Caio,D,3,183.0,Right,1625,166273,3.0,745545600.0,1703980800.0,1400000.0,Flamengo,flamengo,Flamengo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,296415,FLA,False,False,0,5981,BR,Brazil,#ff0000,#000000,#000000,BR,Brazil,1400000.0,EUR,,,
