name,firstName,lastName,slug,shortName,position,jerseyNumber,height,preferredFoot,userCount,id,shirtNumber,dateOfBirthTimestamp,contractUntilTimestamp,proposedMarketValue,team.name,team.slug,team.shortName,team.gender,team.sport.name,team.sport.slug,team.sport.id,team.primaryUniqueTournament.name,team.primaryUniqueTournament.slug,team.primaryUniqueTournament.primaryColorHex,team.primaryUniqueTournament.secondaryColorHex,team.primaryUniqueTournament.category.name,team.primaryUniqueTournament.category.slug,team.primaryUniqueTournament.category.sport.name,team.primaryUniqueTournament.category.sport.slug,team.primaryUniqueTournament.category.sport.id,team.primaryUniqueTournament.category.id,team.primaryUniqueTournament.category.flag,team.primaryUniqueTournament.category.alpha2,team.primaryUniqueTournament.userCount,team.primaryUniqueTournament.id,team.primaryUniqueTournament.displayInverseHomeAwayTeams,team.userCount,team.nameCode,team.disabled,team.national,team.type,team.id,team.country.alpha2,team.country.name,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,retired,deceased,gender
Danilo Barbosa,,,danilo-barbosa,Danilo Barbosa,M,5,182.0,Right,326,330063,5.0,825465600.0,1751241600.0,2100000.0,Botafogo,botafogo,Botafogo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,100509,BOT,False,False,0,1958,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,2100000.0,EUR,,,
Bruno Zapelli,,,bruno-zapelli,Bruno Zapelli,M,10,181.0,Right,922,1092354,10.0,1021507200.0,1846022400.0,5800000.0,Athletico,athletico,Athletico,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,68818,CAP,False,False,0,1967,BR,Brazil,#000000,#cc0000,#cc0000,AR,Argentina,5800000.0,EUR,False,False,M
Matheus Jussa,,,matheus-jussa,Matheus Jussa,M,18,183.0,Left,150,794849,18.0,827452800.0,1703980800.0,1300000.0,Cruzeiro,cruzeiro,Cruzeiro,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,79902,CRU,False,False,0,1954,BR,Brazil,#0033cc,#0033cc,#0033cc,BR,Brazil,1300000.0,EUR,,,
Allan,,,allan,Allan,M,21,172.0,Left,1226,828839,21.0,857347200.0,1830211200.0,6300000.0,Flamengo,flamengo,Flamengo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,296415,FLA,False,False,0,5981,BR,Brazil,#ff0000,#000000,#000000,BR,Brazil,6300000.0,EUR,False,False,
Juninho,,,juninho,Juninho,M,8,173.0,Right,250,330691,8.0,561945600.0,1735603200.0,315000.0,América Mineiro,america-mineiro,América-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,43928,AMG,False,False,0,1973,BR,Brazil,#056635,#ffffff,#ffffff,BR,Brazil,315000.0,EUR,,,
Felipe Melo,,,felipe-melo,F. Melo,D,30,183.0,Right,1209,4811,30.0,425433600.0,1735603200.0,160000.0,Fluminense,fluminense,Fluminense,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,113402,FLU,False,False,0,1961,BR,Brazil,#660000,#006633,#006633,BR,Brazil,160000.0,EUR,,,
Julio Furch,,,julio-furch,J. Furch,F,11,189.0,Right,339,787551,11.0,617673600.0,1751241600.0,1100000.0,Santos,santos,Santos,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,87820,SAN,False,False,0,1968,BR,Brazil,#ffffff,#ffffff,#ffffff,AR,Argentina,1100000.0,EUR,,,
Everaldo,,,everaldo,Everaldo,M,37,172.0,Right,172,923951,37.0,770083200.0,1767139200.0,1000000.0,América Mineiro,america-mineiro,América-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,43928,AMG,False,False,0,1973,BR,Brazil,#056635,#ffffff,#ffffff,BR,Brazil,1000000.0,EUR,,,
Bruno Praxedes,,,bruno-praxedes,B. Praxedes,M,21,186.0,Left,521,1018093,21.0,1013126400.0,1703980800.0,5600000.0,Vasco da Gama,vasco-da-gama,Vasco,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,103340,VAS,False,False,0,1974,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,5600000.0,EUR,,,
Marlon Lopes,,,marlon-lopes,Marlon,D,6,177.0,Left,124,870933,6.0,761097600.0,1767139200.0,670000.0,América Mineiro,america-mineiro,América-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,43928,AMG,False,False,0,1973,BR,Brazil,#056635,#ffffff,#ffffff,BR,Brazil,670000.0,EUR,,,
Pedro Raul,,,pedro-raul,Pedro Raul,F,9,191.0,Right,1742,866911,9.0,847152000.0,,4900000.0,Toluca,toluca,Toluca,M,Football,football,1,"Liga MX, Clausura",liga-mx-clausura,#cd2c25,#52b030,Mexico,mexico,Football,football,1.0,12.0,mexico,MX,27478.0,11620.0,False,14480,TOL,False,False,0,1931,MX,Mexico,#d50101,#202b15,#202b15,BR,Brazil,4900000.0,EUR,False,,
Bruno Uvini,,,bruno-uvini,Bruno Uvini,D,15,187.0,Right,196,158267,15.0,675907200.0,1703980800.0,485000.0,Grêmio,gremio,Grêmio,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,107182,GPA,False,False,0,5926,BR,Brazil,#3399ff,#000033,#000033,BR,Brazil,485000.0,EUR,False,,
Thiago Santos,,,thiago-santos,Thiago Santos,M,29,181.0,Right,251,378590,29.0,620956800.0,1735603200.0,260000.0,Fluminense,fluminense,Fluminense,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,113402,FLU,False,False,0,1961,BR,Brazil,#660000,#006633,#006633,BR,Brazil,260000.0,EUR,False,,
Sidimar,,,sidimar,Sidimar,D,4,185.0,Right,44,312072,4.0,710640000.0,1735603200.0,320000.0,Goiás,goias,Goiás,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,39854,GGO,False,False,0,1960,BR,Brazil,#006633,#ffffff,#ffffff,BR,Brazil,320000.0,EUR,False,,
Lucas Barbosa,Lucas Barbosa,,lucas-barbosa,L. Barbosa,M,21,193.0,Left,157,1067641,21.0,982800000.0,1785456000.0,1000000.0,Santos,santos,Santos,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,87820,SAN,False,False,0,1968,BR,Brazil,#ffffff,#ffffff,#ffffff,BR,Brazil,1000000.0,EUR,False,,
Marçal,,,marcal,Marçal,D,21,178.0,Left,523,143593,21.0,603849600.0,1735603200.0,970000.0,Botafogo,botafogo,Botafogo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,100509,BOT,False,False,0,1958,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,970000.0,EUR,False,,
Ricardo Silva,,,ricardo-silva,R. Silva,D,45,190.0,Left,59,599700,45.0,713664000.0,1703980800.0,280000.0,América Mineiro,america-mineiro,América-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,43928,AMG,False,False,0,1973,BR,Brazil,#056635,#ffffff,#ffffff,BR,Brazil,280000.0,EUR,,,
Fábio Santos,,,fabio-santos,Fábio Santos,D,6,179.0,Left,876,35519,6.0,495676800.0,1703980800.0,210000.0,Corinthians,corinthians,Corinthians,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,174419,COR,False,False,0,1957,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,210000.0,EUR,False,,
Rafael Ratão,,,rafael-ratao,R. Ratão,F,11,182.0,Right,508,352838,11.0,817689600.0,1798675200.0,2300000.0,Bahia,bahia,Bahia,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,62440,BAH,False,False,0,1955,BR,Brazil,#ffffff,#333399,#333399,BR,Brazil,2300000.0,EUR,False,,
Rômulo,,,romulo,Rômulo,M,40,182.0,Right,155,989384,40.0,951868800.0,1703980800.0,210000.0,Internacional,internacional,Internacional,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,90636,INT,False,False,0,1966,BR,Brazil,#cc0000,#cc0000,#cc0000,BR,Brazil,210000.0,EUR,False,False,
Rayan,Rayan,,rayan,Rayan,F,77,185.0,Left,881,1464966,77.0,1154563200.0,1767139200.0,1500000.0,Vasco da Gama,vasco-da-gama,Vasco,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,103340,VAS,False,False,0,1974,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,1500000.0,EUR,False,False,
Matías Galarza,Matías Galarza,,matias-galarza,Matías Galarza,M,8,175.0,Left,462,1105836,8.0,1013385600.0,1735603200.0,920000.0,Talleres,talleres,Talleres,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57473.0,155.0,False,16143,CAT,False,False,0,3210,AR,Argentina,#050040,#ffffff,#ffffff,PY,Paraguay,920000.0,EUR,False,,
Vanderlan,Vanderlan,,vanderlan,Vanderlan,D,6,183.0,Left,636,1067640,6.0,1031356800.0,1830211200.0,3600000.0,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,204701,PAL,False,False,0,1963,BR,Brazil,#339966,#336633,#336633,BR,Brazil,3600000.0,EUR,False,,
Pedrinho,Pedrinho,,pedrinho,Pedrinho,D,23,177.0,Left,154,1100817,23.0,1026345600.0,1845936000.0,970000.0,Shakhtar Donetsk,shakhtar-donetsk,Shakhtar,M,Football,football,1,Premier League,premier-league,#150475,#da1a32,Ukraine,ukraine,Football,football,1.0,86.0,ukraine,UA,17423.0,218.0,False,102002,SHA,False,False,0,3313,UA,Ukraine,#ff6600,#000000,#000000,BR,Brazil,970000.0,EUR,,,
Henry Mosquera,Henry Mosquera,,henry-mosquera,H. Mosquera,M,16,175.0,Right,249,1170680,16.0,1005782400.0,1830211200.0,1400000.0,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,58804,BRA,False,False,0,1999,BR,Brazil,#363636,#d8d8d6,#d8d8d6,CO,Colombia,1400000.0,EUR,False,,
Luis Guilherme,Luis Guilherme,,luis-guilherme,Luis Guilherme,F,31,175.0,Left,1100,1464248,31.0,1139443200.0,1782777600.0,7300000.0,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,204701,PAL,False,False,0,1963,BR,Brazil,#339966,#336633,#336633,BR,Brazil,7300000.0,EUR,False,,
Natanael,,,natanael,Natanael,D,16,172.0,Right,206,1046805,16.0,1010188800.0,1767139200.0,2300000.0,Coritiba,coritiba,Coritiba,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,38928,COR,False,False,0,1982,BR,Brazil,#ffffff,#009966,#009966,BR,Brazil,2300000.0,EUR,,,
Enner Valencia,,,enner-valencia,Enner Valencia,F,13,178.0,Right,7568,106456,13.0,626140800.0,1782777600.0,3400000.0,Internacional,internacional,Internacional,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,90636,INT,False,False,0,1966,BR,Brazil,#cc0000,#cc0000,#cc0000,EC,Ecuador,3400000.0,EUR,False,False,
André Henrique,,,andre-henrique,A. Henrique,F,77,189.0,Right,173,1463912,77.0,1008547200.0,1703980800.0,530000.0,Grêmio,gremio,Grêmio,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,107182,GPA,False,False,0,5926,BR,Brazil,#3399ff,#000033,#000033,BR,Brazil,530000.0,EUR,False,,
Giuliano,,,giuliano,Giuliano,M,20,172.0,Right,1235,90862,20.0,644112000.0,1703980800.0,1200000.0,Corinthians,corinthians,Corinthians,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,174419,COR,False,False,0,1957,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,1200000.0,EUR,False,,
Marinho,,,marinho,Marinho,M,12,169.0,Left,2481,798127,12.0,643939200.0,1767139200.0,970000.0,Fortaleza,fortaleza,Fortaleza,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,73132,FOR,False,False,0,2020,BR,Brazil,#0000ff,#ff0000,#ff0000,BR,Brazil,970000.0,EUR,False,,
Nicolás Hernández,,,nicolas-hernandez,N. Hernández,D,22,180.0,Left,276,887155,22.0,885081600.0,1735603200.0,775000.0,Internacional,internacional,Internacional,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,90636,INT,False,False,0,1966,BR,Brazil,#cc0000,#cc0000,#cc0000,CO,Colombia,775000.0,EUR,False,False,
Edenilson,,,edenilson,Edenilson,M,8,175.0,Right,680,221636,8.0,629942400.0,1735603200.0,1700000.0,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,104112,ATL,False,False,0,1977,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,1700000.0,EUR,False,,
Gabriel Baralhas,,,gabriel-baralhas,Gabriel Baralhas,M,8,178.0,Right,190,922575,8.0,907977600.0,1703980800.0,965000.0,Atlético Goianiense,atletico-goianiense,Atlético-GO,M,Football,football,1,Brasileirão Série B,brasileirao-serie-b,#3F01FF,#c5be02,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,84594.0,390.0,False,24021,GOI,False,False,0,7314,BR,Brazil,#ff0000,#000000,#000000,BR,Brazil,965000.0,EUR,False,,
Matheus Babi,,,matheus-babi,Matheus Babi,F,9,191.0,Right,369,1007431,9.0,869184000.0,1703980800.0,1600000.0,Goiás,goias,Goiás,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,39854,GGO,False,False,0,1960,BR,Brazil,#006633,#ffffff,#ffffff,BR,Brazil,1600000.0,EUR,False,,
Guilherme Augusto,,,guilherme-augusto,Guilherme Augusto,M,29,178.0,Right,286,844605,29.0,797731200.0,1703980800.0,825000.0,Fortaleza,fortaleza,Fortaleza,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,73132,FOR,False,False,0,2020,BR,Brazil,#0000ff,#ff0000,#ff0000,BR,Brazil,825000.0,EUR,False,False,
Derik Lacerda,,,derik-lacerda,D. Lacerda,F,22,190.0,Right,99,994190,22.0,938390400.0,1703980800.0,485000.0,Cuiabá,cuiaba,Cuiabá,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,31008,CUI,False,False,0,49202,BR,Brazil,#ffffff,#006600,#006600,BR,Brazil,485000.0,EUR,,,
Vinícius,,,vinicius,Vinícius,M,7,180.0,Right,145,124807,7.0,744336000.0,1767139200.0,1100000.0,Goiás,goias,Goiás,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,39854,GGO,False,False,0,1960,BR,Brazil,#006633,#ffffff,#ffffff,BR,Brazil,1100000.0,EUR,False,,
Gabriel Boschilia,,,gabriel-boschilia,G. Boschilia,M,35,173.0,Left,253,358540,35.0,825984000.0,,1600000.0,Coritiba,coritiba,Coritiba,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,38928,COR,False,False,0,1982,BR,Brazil,#ffffff,#009966,#009966,BR,Brazil,1600000.0,EUR,,,
Alex Nascimento,,,alex-nascimento,A. Nascimento,D,31,189.0,Left,143,931556,31.0,926294400.0,1735603200.0,630000.0,Santos,santos,Santos,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,87820,SAN,False,False,0,1968,BR,Brazil,#ffffff,#ffffff,#ffffff,BR,Brazil,630000.0,EUR,,,
Yani Quintero,,,yani-quintero,Yani Quintero,D,14,182.0,Right,44,1000298,14.0,1013904000.0,1703980800.0,160000.0,Red Bull Bragantino U20,red-bull-bragantino-u20,RB Bragantino,M,Football,football,1,U20 Paulista,u20-paulista,#c00d0d,#f2ba1c,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,2479.0,10308.0,False,1746,BRA,False,False,0,223387,BR,Brazil,#363636,#d8d8d6,#d8d8d6,CO,Colombia,160000.0,EUR,False,False,
Jamerson,,,jamerson,Jamerson,D,83,177.0,Left,101,972373,83.0,905299200.0,1767139200.0,1100000.0,Coritiba,coritiba,Coritiba,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,38928,COR,False,False,0,1982,BR,Brazil,#ffffff,#009966,#009966,BR,Brazil,1100000.0,EUR,False,,
Alex Teixeira,,,alex-teixeira,A. Teixeira,F,7,173.0,Both,917,39649,7.0,631584000.0,1703980800.0,955000.0,Vasco da Gama,vasco-da-gama,Vasco,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,103340,VAS,False,False,0,1974,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,955000.0,EUR,,,
Lucas Moura,,,lucas-moura,L. Moura,M,7,172.0,Right,7123,149710,7.0,713664000.0,1703980800.0,6400000.0,São Paulo,sao-paulo,São Paulo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,160434,SPA,False,False,0,1981,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,6400000.0,EUR,,,
Lucas Crispim,,,lucas-crispim,L. Crispim,M,10,178.0,Right,275,795178,10.0,766713600.0,1703980800.0,2100000.0,Fortaleza,fortaleza,Fortaleza,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,73132,FOR,False,False,0,2020,BR,Brazil,#0000ff,#ff0000,#ff0000,BR,Brazil,2100000.0,EUR,,,
Wesley França,,,wesley-franca,W. França,D,43,173.0,Right,1074,1134200,43.0,1062806400.0,1767139200.0,2700000.0,Flamengo,flamengo,Flamengo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,296415,FLA,False,False,0,5981,BR,Brazil,#ff0000,#000000,#000000,BR,Brazil,2700000.0,EUR,False,,
Natan,,,natan,Natan,D,3,188.0,Left,1721,1015287,3.0,981417600.0,1845936000.0,10500000.0,Napoli,napoli,Napoli,M,Football,football,1,Serie A,serie-a,#09519e,#008fd7,Italy,italy,Football,football,1.0,31.0,italy,IT,735297.0,23.0,False,564575,NAP,False,False,0,2714,IT,Italy,#008cea,#ffffff,#ffffff,BR,Brazil,10500000.0,EUR,False,,
Talisson,Talisson,,talisson,Talisson,F,21,,,36,1463902,21.0,1021939200.0,,,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,58804,BRA,False,False,0,1999,BR,Brazil,#363636,#d8d8d6,#d8d8d6,BR,Brazil,,,False,,
Marlon Gomes,Marlon Gomes,,marlon-gomes,M. Gomes,M,25,176.0,Right,1129,1105833,25.0,1071360000.0,1798675200.0,4099999.0,Vasco da Gama,vasco-da-gama,Vasco,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,103340,VAS,False,False,0,1974,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,4099999.0,EUR,False,,
Zé Gabriel,,,ze-gabriel,Zé Gabriel,M,23,184.0,Right,286,988852,23.0,916876800.0,1703980800.0,1600000.0,Vasco da Gama,vasco-da-gama,Vasco,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,103340,VAS,False,False,0,1974,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,1600000.0,EUR,False,False,
Matheus Alexandre,,,matheus-alexandre,M. Alexandre,D,2,188.0,Right,119,953736,2.0,923443200.0,1703980800.0,830000.0,Cuiabá,cuiaba,Cuiabá,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,31008,CUI,False,False,0,49202,BR,Brazil,#ffffff,#006600,#006600,BR,Brazil,830000.0,EUR,,,
Matías Zaracho,,,matias-zaracho,M. Zaracho,M,15,171.0,Right,1274,859970,15.0,889488000.0,1767139200.0,10400000.0,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,104112,ATL,False,False,0,1977,BR,Brazil,#000000,#ffffff,#ffffff,AR,Argentina,10400000.0,EUR,,,
Bruninho,Bruninho,,bruninho,Bruninho,F,17,174.0,Right,317,1124246,17.0,1047600000.0,1759190400.0,2700000.0,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,58804,BRA,False,False,0,1999,BR,Brazil,#363636,#d8d8d6,#d8d8d6,BR,Brazil,2700000.0,EUR,False,,
João Magno,,,joao-magno,João Magno,F,45,195.0,Left,79,945307,45.0,855964800.0,1735603200.0,210000.0,Goiás,goias,Goiás,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,39854,GGO,False,False,0,1960,BR,Brazil,#006633,#ffffff,#ffffff,BR,Brazil,210000.0,EUR,False,False,
Diogo Barbosa,,,diogo-barbosa,Diogo Barbosa,D,16,180.0,Left,310,243107,16.0,714009600.0,1735603200.0,910000.0,Fluminense,fluminense,Fluminense,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,113402,FLU,False,False,0,1961,BR,Brazil,#660000,#006633,#006633,BR,Brazil,910000.0,EUR,False,False,
Alex Santana,,,alex-santana,Alex Santana,M,80,182.0,Right,219,358166,80.0,800323200.0,1782777600.0,2100000.0,Athletico,athletico,Athletico,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,68818,CAP,False,False,0,1967,BR,Brazil,#000000,#cc0000,#cc0000,BR,Brazil,2100000.0,EUR,False,,
Charles Aránguiz,,,charles-aranguiz,C. Aránguiz,M,20,171.0,Right,2187,18304,20.0,608774400.0,1751241600.0,2700000.0,Internacional,internacional,Internacional,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,90636,INT,False,False,0,1966,BR,Brazil,#cc0000,#cc0000,#cc0000,CL,Chile,2700000.0,EUR,False,False,
Ignacio Laquintana,,,ignacio-laquintana,I. Laquintana,M,33,177.0,Right,207,948004,33.0,917827200.0,1830211200.0,970000.0,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,58804,BRA,False,False,0,1999,BR,Brazil,#363636,#d8d8d6,#d8d8d6,UY,Uruguay,970000.0,EUR,,,
Philipe Sampaio,,,philipe-sampaio,P. Sampaio,D,94,191.0,Right,169,588996,94.0,784512000.0,1735603200.0,580000.0,Botafogo,botafogo,Botafogo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,100509,BOT,False,False,0,1958,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,580000.0,EUR,,,
Gabriel,,,gabriel,Gabriel,M,23,171.0,Right,401,242052,23.0,710726400.0,1767139200.0,1900000.0,Internacional,internacional,Internacional,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,90636,INT,False,False,0,1966,BR,Brazil,#cc0000,#cc0000,#cc0000,BR,Brazil,1900000.0,EUR,False,,
